airlift_load,13,19,^2Command: ^7Marines, we have a possible fix on Al-Asad in the capital city. 1st Battalion is en route.,
killhouse_load,20,29,^2Gaz: ^7Khaled Al-Asad. Currently the second most powerful man in the Middle East. Now word on the street is he's got the minerals to be top dog down there. Intel's keeping an eye on him.,
killhouse_load,29,31,^2Captain Price: ^7And the bad news? ,
killhouse_load,31,35,^2Gaz: ^7We've got a new guy joining us today fresh out of Selection. His name's Soap.,
launchfacility_b_load,14,15,^2Gaz: ^7Team One moving in.,
launchfacility_b_load,15,17,^2Marine: ^7Team Two heading for base security.,
launchfacility_b_load,17,19,^2SAS: ^7Team Three has entered the base.,
launchfacility_b_load,19,26,^2Command: ^7Bravo Team, we got good news and bad news. Launch control is located southwest of your position, less than half a click away.,
launchfacility_b_load,26,29,^2Command: ^7 That's where you'll need to upload the abort codes to destroy the missiles in flight.,
launchfacility_b_load,29,33,^2Captain Price: ^7Gaz, go with the Yanks and hit the security station. Soap, Griggs, and I will head for launch control. ,
launchfacility_b_load,33,35,^2Gaz: ^7Roger. Command, what's the bad news?,
launchfacility_b_load,35,39,^2Command: ^7Uh..the bad news is we're still trying to get those abort codes, over.,
launchfacility_b_load,39,42,^2Captain Price: ^7The hell with it. We'll give it our best shot. Out.,
scoutsniper_load,18,22,^2Captain Price: ^7I was just a 'Leftenant' back then...doing some wetwork.,
scoutsniper_load,23,36,^2Captain Price: ^7Chernobyl. Christmas for the bad guys. Even a decade later, lot of 'em still used it to get their hands on nuclear material. A lot of 'em...including one Imran Zakhaev.,
scoutsniper_load,37,44,^2Captain Price: ^7Of course we couldn't just let that happen. Cash for spent fuel rods? That's one hell of a recipe for destruction.,
scoutsniper_load,45,52,^2Captain Price: ^7It was the first time our government had authorized an assassination order since the second world war...I was under the command of Captain MacMillan...,
village_assault_load,22,26,^2Nikolai: ^7The man is a coward, Captain Price. Al-Asad would never sacrifice himself.,
village_assault_load,27,33,^2Nikolai: ^7There is a safehouse in Azerbaijan that Al-Asad has used in the past. I am sending you the coordinates.,
village_assault_load,33,37,^2Captain Price: ^7Understood Nikolai. Gaz, assemble the team. We're going to Azerbaijan.,
village_assault_load,37,41,^2Gaz: ^7Yes sir. I hear it's lovely this time of the year...,
village_defend_load,7,9,^2Gaz: ^7E.T.A. on the chopper's at least a half hour, Captain Price.,
village_defend_load,10,13,^2Captain Price: ^7No good. We'll be corpses for ten minutes by then.,
village_defend_load,14,20,^2Captain Price: ^7Every Ultranationalist psycho in Zakhaev's pocket is about to show up on our doorstep, coming to claim Al-Asad.,
village_defend_load,20,22,^2Gaz: ^7Or what's left of him.,
village_defend_load,22,26,^2Captain Price: ^7Right. We'll set charges along phase line Alpha on the southern hill...,
village_defend_load,26,28,^2Captain Price: ^7...and more along phase line Bravo.,
village_defend_load,28,34,^2Captain Price: ^7We'll delay them all the way back to the top, and hold our ground at the extraction point in the fields around the farm. Any questions?,
village_defend_load,35,37,^2Gaz: ^7Let's do this.,
