h1_ak74u_mp,base,1,wpn_h1_smg_ak74u_msp_vm_camo,wpn_h1_smg_ak74u_msp_npc_camo,,wpn_h1_smg_ak74u_msp_vm_wet_camo,wpn_h1_smg_ak74u_msp_npc_wet_camo,,wpn_h1_smg_ak74u_msp_lobby,LootDrop3,
h1_uzi_mp,defaultgrip,1,attach_h1_foregrip_smg_default_miniuzi_vm_mp,attach_h1_foregrip_smg_default_miniuzi_npc_mp,,attach_h1_foregrip_smg_default_miniuzi_vm_wet_camo_mp,attach_h1_foregrip_smg_default_miniuzi_npc_wet_camo_mp,,,LootDrop5,
h1_uzi_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop5,
h1_uzi_mp,holosight,0,attach_h1_optics_holosight_vm,attach_h1_optics_holosight_npc,,,,,,LootDrop5,
h1_uzi_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,LootDrop5,
h1_uzi_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,LootDrop5,
h1_uzi_mp,silencer,0,attach_h1_silencer_smg_vm,attach_h1_silencer_smg_npc,,attach_h1_silencer_smg_vm_wet,attach_h1_silencer_smg_npc_wet,,,LootDrop5,
h1_uzi_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop5,
h1_skorpion_mp,base,1,wpn_h1_smg_vz61_msp_vm_camo,wpn_h1_smg_vz61_msp_npc_camo,,wpn_h1_smg_vz61_msp_vm_wet_camo,wpn_h1_smg_vz61_msp_npc_wet_camo,,wpn_h1_smg_vz61_msp_lobby,LootDrop5,
h1_skorpion_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop5,
h1_skorpion_mp,holosight,0,attach_h1_optics_holosight_vm,attach_h1_optics_holosight_npc,,,,,,LootDrop5,
h1_skorpion_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,LootDrop5,
h1_skorpion_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,LootDrop5,
h1_skorpion_mp,silencer,0,attach_h1_silencer_smg_vm,attach_h1_silencer_smg_npc,,attach_h1_silencer_smg_vm_wet,attach_h1_silencer_smg_npc_wet,,,LootDrop5,
h1_skorpion_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop5,
h1_augsmg_mp,base,1,wpn_h1_smg_psd9_msp_vm_camo,wpn_h1_smg_psd9_msp_npc_camo,,wpn_h1_smg_psd9_msp_vm_wet_camo,wpn_h1_smg_psd9_msp_npc_wet_camo,,wpn_h1_smg_psd9_msp_lobby,LootDrop6,
h1_augsmg_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,Gold,
h1_augsmg_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,Gold,
h1_augsmg_mp,silencer,0,attach_h1_silencer_smg_vm,attach_h1_silencer_smg_npc,,attach_h1_silencer_smg_vm_wet,attach_h1_silencer_smg_npc_wet,,,Gold,
