h1_dragunov_mp,base,1,wpn_h1_sni_dragunov_furniture_asn_01_patch_vm_camo,wpn_h1_sni_dragunov_furniture_asn_01_patch_npc_camo,,wpn_h1_sni_dragunov_furniture_asn_01_patch_vm_wet_camo,wpn_h1_sni_dragunov_furniture_asn_01_patch_npc_wet_camo,,wpn_h1_sni_dragunov_furniture_asn_01_patch_lobby,LootDrop1,
h1_dragunov_mp,scope,1,attach_h1_scope_dragunov_furniture_asn_01_patch_vm_camo,attach_h1_scope_dragunov_furniture_asn_01_patch_npc_camo,,attach_h1_scope_dragunov_furniture_asn_01_patch_vm_wet_camo,attach_h1_scope_dragunov_furniture_asn_01_patch_npc_wet_camo,1,,LootDrop1,
h1_dragunov_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,scope,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop1,
h1_dragunov_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop1,
h1_m21_mp,base,1,wpn_h1_sni_m21_asn_vm_camo,wpn_h1_sni_m21_asn_npc_camo,,wpn_h1_sni_m21_asn_vm_wet_camo,wpn_h1_sni_m21_asn_npc_wet_camo,,wpn_h1_sni_m21_asn_lobby,LootDrop1,
h1_m21_mp,scope,1,attach_h1_scope_m21_asn_vm_camo,attach_h1_scope_m21_asn_npc_camo,,attach_h1_scope_m21_asn_vm_wet_camo,attach_h1_scope_m21_asn_npc_wet_camo,1,,LootDrop1,
h1_m21_mp,bipod,1,attach_h1_bipod_m21_patch_vm,attach_h1_bipod_m21_mp_patch_npc,,,,,,LootDrop1,
h1_m21_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,scope,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop1,
h1_m21_mp,silencer,0,attach_h1_silencer_m21_patch_vm,attach_h1_silencer_556_npc,,attach_h1_silencer_m21_patch_vm_wet,,,,LootDrop1,
h1_m21_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop1,
h1_febsnp_mp,base,1,wpn_h1_sni_dmr25_asn_patch2_vm_camo,wpn_h1_sni_dmr25_asn_patch2_npc_camo,,wpn_h1_sni_dmr25_asn_patch2_vm_wet_camo,wpn_h1_sni_dmr25_asn_patch2_npc_wet_camo,,wpn_h1_sni_dmr25_asn_patch2_lobby,LootDrop3,
h1_febsnp_mp,scope,1,attach_h1_scope_dmr25_asn_vm_camo,attach_h1_scope_dmr25_asn_npc_camo,,attach_h1_scope_dmr25_asn_vm_wet_camo,attach_h1_scope_dmr25_asn_npc_wet_camo,1,,LootDrop3,
h1_febsnp_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,scope,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop3,
h1_febsnp_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop3,
h1_junsnp_mp,base,1,wpn_h1_sni_tac330_asn_vm_camo,wpn_h1_sni_tac330_asn_npc_camo,,wpn_h1_sni_tac330_asn_vm_wet_camo,wpn_h1_sni_tac330_asn_npc_wet_camo,,wpn_h1_sni_tac330_asn_lobby,LootDrop5,
h1_junsnp_mp,scope,1,attach_h1_scope_tac330_asn_vm_camo,attach_h1_scope_tac330_asn_npc_camo,,attach_h1_scope_tac330_asn_vm_wet_camo,attach_h1_scope_tac330_asn_npc_wet_camo,1,,LootDrop5,
h1_junsnp_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,scope,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop5,
h1_junsnp_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop5,
