h1_g3_mp,base,1,wpn_h1_asl_g3_furniture_btw_01_vm_patch_camo,wpn_h1_asl_g3_furniture_btw_01_npc_patch_camo,,wpn_h1_asl_g3_furniture_btw_01_vm_patch_wet_camo,wpn_h1_asl_g3_furniture_btw_01_npc_patch_wet_camo,,wpn_h1_asl_g3_furniture_btw_01_patch_lobby,LootDrop1,
h1_ak47_mp,holosight,0,attach_h1_optics_holosight_vm,attach_h1_optics_holosight_npc,,,,,,LootDrop1,
h1_ak47_mp,masterkey,0,attach_h1_underbarrel_shotgun_vm_mp,attach_h1_underbarrel_shotgun_npc_mp,,,,,,LootDrop1,
h1_ak47_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,LootDrop1,
h1_ak47_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,LootDrop1,
h1_ak47_mp,silencer,0,attach_h1_silencer_russian_vm,attach_h1_silencer_russian_npc,,attach_h1_silencer_russian_vm_wet,attach_h1_silencer_russian_npc_wet,,,LootDrop1,
h1_ak47_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop1,
h1_ak47_mp,varzoom,0,viewmodel_zoom_scope,weapon_zoom_scope,,,,1,,LootDrop1,
h1_g36c_mp,base,1,wpn_h1_asl_g36_btw_vm_camo,wpn_h1_asl_g36_btw_npc_camo,,wpn_h1_asl_g36_btw_vm_wet_camo,wpn_h1_asl_g36_btw_npc_wet_camo,,wpn_h1_asl_g36_btw_npc_lobby,LootDrop1,
h1_g36c_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop1,
h1_g36c_mp,gl,0,attach_h1_launcher_m203_noOptics_vm,attach_h1_launcher_m203_noOptics_npc,,attach_h1_launcher_m203_noOptics_vm_wet,attach_h1_launcher_m203_noOptics_npc_wet,,,LootDrop1,
h1_g36c_mp,holosight,0,attach_h1_optics_holosight_vm,attach_h1_optics_holosight_npc,,,,,,LootDrop1,
h1_g36c_mp,masterkey,0,attach_h1_underbarrel_shotgun_vm_mp,attach_h1_underbarrel_shotgun_npc_mp,,,,,,LootDrop1,
h1_g36c_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,LootDrop1,
h1_g36c_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,LootDrop1,
h1_g36c_mp,silencer,0,attach_h1_silencer_556_vm,attach_h1_silencer_556_npc,,attach_h1_silencer_556_vm_wet,attach_h1_silencer_556_npc_wet,,,LootDrop1,
h1_g36c_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop1,
h1_m16_mp,base,1,wpn_h1_asl_m16a4_btw_vm_camo,wpn_h1_asl_m16a4_btw_npc_camo,,wpn_h1_asl_m16a4_btw_vm_wet_camo,wpn_h1_asl_m16a4_btw_npc_wet_camo,,wpn_h1_asl_m16a4_btw_lobby,LootDrop1,
h1_m16_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop1,
h1_m16_mp,gl,0,attach_h1_handguard_m16_m203_vm_camo_mp,attach_h1_handguard_m16_m203_npc_camo_mp,,attach_h1_handguard_m16_m203_vm_wet_camo_mp,attach_h1_handguard_m16_m203_npc_wet_camo_mp,,,LootDrop1,
h1_m16_mp,holosight,0,attach_h1_optics_holosight_vm,attach_h1_optics_holosight_npc,,,,,,LootDrop1,
h1_m16_mp,masterkey,0,attach_h1_underbarrel_shotgun_vm_mp,attach_h1_underbarrel_shotgun_npc_mp,,,,,,LootDrop1,
h1_m16_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,LootDrop1,
h1_m16_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,LootDrop1,
h1_m16_mp,silencer,0,attach_h1_silencer_556_vm,attach_h1_silencer_556_npc,,attach_h1_silencer_556_vm_wet,attach_h1_silencer_556_npc_wet,,,LootDrop1,
h1_m16_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop1,
h1_m14_mp,base,1,wpn_h1_asl_m14_btw_vm_camo,wpn_h1_asl_m14_btw_npc_camo,,wpn_h1_asl_m14_btw_vm_wet_camo,wpn_h1_asl_m14_btw_npc_wet_camo,,wpn_h1_asl_m14_btw_lobby,LootDrop1,
h1_m14_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop1,
h1_m14_mp,gl,0,attach_h1_launcher_m203_noOptics_vm,attach_h1_launcher_m203_noOptics_npc,,,,,,LootDrop1,
h1_m14_mp,holosight,0,attach_h1_optics_holosight_vm,attach_h1_optics_holosight_npc,,,,,,LootDrop1,
h1_m14_mp,masterkey,0,attach_h1_underbarrel_shotgun_vm_mp,attach_h1_underbarrel_shotgun_npc_mp,,,,,,LootDrop1,
h1_m14_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,LootDrop1,
h1_m14_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,LootDrop1,
h1_m14_mp,silencer,0,attach_h1_silencer_556_vm,attach_h1_silencer_556_npc,,attach_h1_silencer_556_vm_wet,attach_h1_silencer_556_npc_wet,,,LootDrop1,
h1_m14_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop1,
h1_mp44_mp,base,1,wpn_h1_asl_mp44_btw_vm_camo,wpn_h1_asl_mp44_btw_npc_camo,,wpn_h1_asl_mp44_btw_vm_wet_camo,wpn_h1_asl_mp44_btw_npc_wet_camo,,wpn_h1_asl_mp44_btw_lobby,LootDrop1,
h1_mp44_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop1,
h1_mp44_mp,gl,0,attach_h1_launcher_m203_noOptics_vm,attach_h1_launcher_m203_noOptics_npc,,attach_h1_launcher_m203_m16_patch_vm_wet,attach_h1_launcher_m203_m16_patch_npc_wet,,,LootDrop1,
h1_mp44_mp,holosight,0,attach_h1_optics_holosight_vm,attach_h1_optics_holosight_npc,,,,,,LootDrop1,
h1_mp44_mp,masterkey,0,attach_h1_underbarrel_shotgun_vm_mp,attach_h1_underbarrel_shotgun_npc_mp,,,,,,LootDrop1,
h1_mp44_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,LootDrop1,
h1_mp44_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,LootDrop1,
h1_mp44_mp,silencer,0,attach_h1_silencer_556_vm,attach_h1_silencer_556_npc,,attach_h1_silencer_556_vm_wet,attach_h1_silencer_556_npc_wet,,,LootDrop1,
h1_mp44_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop1,
h1_xmlar_mp,base,1,wpn_h1_asl_xmlar_btw_vm_camo,wpn_h1_asl_xmlar_btw_npc_camo,,wpn_h1_asl_xmlar_btw_vm_wet_camo,wpn_h1_asl_xmlar_btw_npc_wet_camo,,wpn_h1_asl_xmlar_btw_lobby,LootDrop2,
h1_xmlar_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop2,
h1_xmlar_mp,gl,0,attach_h1_launcher_m203_nooptics_vm,attach_h1_launcher_m203_nooptics_npc,,attach_h1_launcher_m203_nooptics_vm_wet,attach_h1_launcher_m203_nooptics_npc_wet,,,LootDrop2,
h1_xmlar_mp,holosight,0,attach_h1_optics_holosight_vm,attach_h1_optics_holosight_npc,,,,,,LootDrop2,
h1_xmlar_mp,masterkey,0,attach_h1_underbarrel_shotgun_vm_mp,attach_h1_underbarrel_shotgun_npc_mp,,,,,,LootDrop2,
h1_xmlar_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,LootDrop2,
h1_xmlar_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,LootDrop2,
h1_xmlar_mp,silencer,0,attach_h1_silencer_556_vm,attach_h1_silencer_556_npc,,attach_h1_silencer_556_vm_wet,attach_h1_silencer_556_npc_wet,,,LootDrop2,
h1_xmlar_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop2,
h1_aprast_mp,base,1,wpn_h1_asl_bos14_btw_vm_camo,wpn_h1_asl_bos14_btw_npc_camo,,wpn_h1_asl_bos14_btw_vm_wet_camo,wpn_h1_asl_bos14_btw_npc_wet_camo,,wpn_h1_asl_bos14_btw_lobby,LootDrop4,
h1_aprast_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop4,
h1_aprast_mp,gl,0,attach_h1_launcher_m203_nooptics_vm,attach_h1_launcher_m203_nooptics_npc,,attach_h1_launcher_m203_nooptics_vm_wet,attach_h1_launcher_m203_nooptics_npc_wet,,,LootDrop4,
h1_aprast_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,LootDrop4,
h1_aprast_mp,silencer,0,attach_h1_silencer_556_vm,attach_h1_silencer_556_npc,,attach_h1_silencer_556_vm_wet,attach_h1_silencer_556_npc_wet,,,LootDrop4,
h1_augast_mp,base,1,wpn_h1_asl_cq300_btw_vm_camo,wpn_h1_asl_cq300_btw_npc_camo,,wpn_h1_asl_cq300_btw_vm_wet_camo,wpn_h1_asl_cq300_btw_npc_wet_camo,,wpn_h1_asl_cq300_btw_lobby,LootDrop6,
h1_augast_mp,defaultsight,1,wpn_h1_asl_cq300_sight_btw_vm_camo,wpn_h1_asl_cq300_sight_btw_npc_camo,,wpn_h1_asl_cq300_sight_btw_vm_camo,wpn_h1_asl_cq300_sight_btw_npc_wet_camo,,,LootDrop6,
h1_augast_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop6,
h1_augast_mp,gl,0,attach_h1_launcher_m203_nooptics_rail_vm,attach_h1_launcher_m203_nooptics_rail_npc,,attach_h1_launcher_m203_nooptics_rail_vm_wet,attach_h1_launcher_m203_nooptics_rail_npc_wet,,,LootDrop6,
h1_augast_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,LootDrop6,
h1_augast_mp,silencer,0,attach_h1_silencer_cq300_btw_vm_camo,attach_h1_silencer_cq300_btw_npc_camo,,attach_h1_silencer_cq300_btw_vm_wet_camo,attach_h1_silencer_cq300_btw_npc_wet_camo,,,LootDrop6,
