h1_ak47_mp,base,1,wpn_h1_asl_ak47_vm_patch_camo,wpn_h1_asl_ak47_npc_patch_camo,,wpn_h1_asl_ak47_vm_patch_wet_camo,wpn_h1_asl_ak47_npc_patch_wet_camo,,wpn_h1_asl_ak47_patch_lobby,Gold,
h1_m4_mp,masterkey,0,attach_h1_underbarrel_shotgun_vm_mp,attach_h1_underbarrel_shotgun_npc_mp,,,,,,Gold,
h1_m4_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,Gold,
h1_m4_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,Gold,
h1_m4_mp,silencer,0,attach_h1_silencer_556_vm,attach_h1_silencer_556_npc,,attach_h1_silencer_556_vm_wet,attach_h1_silencer_556_npc_wet,,,Gold,
h1_m4_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,Gold,
h1_g3_mp,base,1,wpn_h1_asl_g3_vm_camo,wpn_h1_asl_g3_npc_camo,,wpn_h1_asl_g3_vm_wet_camo,wpn_h1_asl_g3_npc_wet_camo,,wpn_h1_asl_g3_lobby,Gold,
h1_g3_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,Gold,
h1_g3_mp,gl,0,attach_h1_launcher_m203_noOptics_vm,attach_h1_launcher_m203_noOptics_npc,,attach_h1_launcher_m203_noOptics_vm_wet,attach_h1_launcher_m203_noOptics_npc_wet,,,Gold,
h1_g3_mp,holosight,0,attach_h1_optics_holosight_vm,attach_h1_optics_holosight_npc,,,,,,Gold,
h1_g3_mp,masterkey,0,attach_h1_underbarrel_shotgun_vm_mp,attach_h1_underbarrel_shotgun_npc_mp,,,,,,Gold,
h1_g3_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,Gold,
h1_g3_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,Gold,
h1_g3_mp,silencer,0,attach_h1_silencer_556_vm,attach_h1_silencer_556_npc,,attach_h1_silencer_556_vm_wet,attach_h1_silencer_556_npc_wet,,,Gold,
h1_g3_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,Gold,
h1_g36c_mp,base,1,wpn_h1_asl_g36_vm_camo,wpn_h1_asl_g36_npc_camo,,wpn_h1_asl_g36_vm_wet_camo,wpn_h1_asl_g36_npc_wet_camo,,wpn_h1_asl_g36_lobby,Gold,
h1_g36c_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,Gold,
h1_g36c_mp,gl,0,attach_h1_launcher_m203_noOptics_vm,attach_h1_launcher_m203_noOptics_npc,,attach_h1_launcher_m203_noOptics_vm_wet,attach_h1_launcher_m203_noOptics_npc_wet,,,Gold,
h1_g36c_mp,holosight,0,attach_h1_optics_holosight_vm,attach_h1_optics_holosight_npc,,,,,,Gold,
h1_g36c_mp,masterkey,0,attach_h1_underbarrel_shotgun_vm_mp,attach_h1_underbarrel_shotgun_npc_mp,,,,,,Gold,
h1_g36c_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,Gold,
h1_g36c_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,Gold,
h1_g36c_mp,silencer,0,attach_h1_silencer_556_vm,attach_h1_silencer_556_npc,,attach_h1_silencer_556_vm_wet,attach_h1_silencer_556_npc_wet,,,Gold,
h1_g36c_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,Gold,
h1_m14_mp,base,1,wpn_h1_asl_m14_vm_camo,wpn_h1_asl_m14_npc_camo,,wpn_h1_asl_m14_vm_wet_camo,wpn_h1_asl_m14_npc_wet_camo,,wpn_h1_asl_m14_lobby,Gold,
h1_m14_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,Gold,
h1_m14_mp,gl,0,attach_h1_launcher_m203_noOptics_vm,attach_h1_launcher_m203_noOptics_npc,,,,,,Gold,
h1_m14_mp,holosight,0,attach_h1_optics_holosight_vm,attach_h1_optics_holosight_npc,,,,,,Gold,
h1_m14_mp,masterkey,0,attach_h1_underbarrel_shotgun_vm_mp,attach_h1_underbarrel_shotgun_npc_mp,,,,,,Gold,
h1_m14_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,Gold,
h1_m14_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,Gold,
h1_m14_mp,silencer,0,attach_h1_silencer_556_vm,attach_h1_silencer_556_npc,,attach_h1_silencer_556_vm_wet,attach_h1_silencer_556_npc_wet,,,Gold,
h1_m14_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,Gold,
h1_m16_mp,base,1,wpn_h1_asl_m16a4_vm_camo,wpn_h1_asl_m16a4_npc_camo,,wpn_h1_asl_m16a4_vm_wet_camo,wpn_h1_asl_m16a4_npc_wet_camo,,wpn_h1_asl_m16a4_lobby,Gold,
h1_m16_mp,defaultgrip,1,attach_h1_handguard_m16_default_vm_patch_camo_mp,attach_h1_handguard_m16_default_npc_patch_camo_mp,,attach_h1_handguard_m16_default_vm_patch_wet_camo_mp,attach_h1_handguard_m16_default_npc_patch_wet_camo_mp,,,Gold,
h1_m16_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,Gold,
h1_m16_mp,gl,0,attach_h1_handguard_m16_m203_vm_patch_camo_mp,attach_h1_handguard_m16_m203_npc_patch_camo_mp,,attach_h1_handguard_m16_m203_vm_patch_wet_camo_mp,attach_h1_handguard_m16_m203_npc_patch_wet_camo_mp,,,Gold,
h1_m16_mp,holosight,0,attach_h1_optics_holosight_vm,attach_h1_optics_holosight_npc,,,,,,Gold,
h1_m16_mp,masterkey,0,attach_h1_underbarrel_shotgun_vm_mp,attach_h1_underbarrel_shotgun_npc_mp,,,,,,Gold,
h1_m16_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,Gold,
h1_m16_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,Gold,
h1_m16_mp,silencer,0,attach_h1_silencer_556_vm,attach_h1_silencer_556_npc,,attach_h1_silencer_556_vm_wet,attach_h1_silencer_556_npc_wet,,,Gold,
h1_m16_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,Gold,
h1_mp44_mp,base,1,wpn_h1_asl_mp44_vm_camo,wpn_h1_asl_mp44_npc_camo,,wpn_h1_asl_mp44_vm_wet_camo,wpn_h1_asl_mp44_npc_wet_camo,,wpn_h1_asl_mp44_lobby,Gold,
h1_mp44_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,Gold,
h1_mp44_mp,gl,0,attach_h1_launcher_m203_noOptics_vm,attach_h1_launcher_m203_noOptics_npc,,attach_h1_launcher_m203_m16_patch_vm_wet,attach_h1_launcher_m203_m16_patch_npc_wet,,,Gold,
h1_mp44_mp,holosight,0,attach_h1_optics_holosight_vm,attach_h1_optics_holosight_npc,,,,,,Gold,
h1_mp44_mp,masterkey,0,attach_h1_underbarrel_shotgun_vm_mp,attach_h1_underbarrel_shotgun_npc_mp,,,,,,Gold,
h1_mp44_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,Gold,
h1_mp44_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,Gold,
h1_mp44_mp,silencer,0,attach_h1_silencer_556_vm,attach_h1_silencer_556_npc,,attach_h1_silencer_556_vm_wet,attach_h1_silencer_556_npc_wet,,,Gold,
h1_mp44_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,Gold,
h1_xmlar_mp,base,1,wpn_h1_asl_xmlar_patch_vm_camo,wpn_h1_asl_xmlar_patch_npc_camo,,wpn_h1_asl_xmlar_patch_vm_wet_camo,wpn_h1_asl_xmlar_patch_npc_wet_camo,,wpn_h1_asl_xmlar_patch_lobby,LootDrop2,
h1_xmlar_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop2,
h1_xmlar_mp,gl,0,attach_h1_launcher_m203_nooptics_vm,attach_h1_launcher_m203_nooptics_npc,,attach_h1_launcher_m203_nooptics_vm_wet,attach_h1_launcher_m203_nooptics_npc_wet,,,LootDrop2,
h1_xmlar_mp,holosight,0,attach_h1_optics_holosight_vm,attach_h1_optics_holosight_npc,,,,,,LootDrop2,
h1_xmlar_mp,masterkey,0,attach_h1_underbarrel_shotgun_vm_mp,attach_h1_underbarrel_shotgun_npc_mp,,,,,,LootDrop2,
h1_xmlar_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,LootDrop2,
h1_xmlar_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,LootDrop2,
h1_xmlar_mp,silencer,0,attach_h1_silencer_556_vm,attach_h1_silencer_556_npc,,attach_h1_silencer_556_vm_wet,attach_h1_silencer_556_npc_wet,,,LootDrop2,
h1_xmlar_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop2,
h1_aprast_mp,base,1,wpn_h1_asl_bos14_vm_camo,wpn_h1_asl_bos14_npc_camo,,wpn_h1_asl_bos14_vm_wet_camo,wpn_h1_asl_bos14_npc_wet_camo,,wpn_h1_asl_bos14_lobby,LootDrop4,
h1_aprast_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop4,
h1_aprast_mp,gl,0,attach_h1_launcher_m203_nooptics_vm,attach_h1_launcher_m203_nooptics_npc,,attach_h1_launcher_m203_nooptics_vm_wet,attach_h1_launcher_m203_nooptics_npc_wet,,,LootDrop4,
h1_aprast_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,LootDrop4,
h1_aprast_mp,silencer,0,attach_h1_silencer_556_vm,attach_h1_silencer_556_npc,,attach_h1_silencer_556_vm_wet,attach_h1_silencer_556_npc_wet,,,LootDrop4,
h1_augast_mp,base,1,wpn_h1_asl_cq300_base_vm_camo,wpn_h1_asl_cq300_base_npc_camo,,wpn_h1_asl_cq300_base_vm_wet_camo,wpn_h1_asl_cq300_base_npc_wet_camo,,wpn_h1_asl_cq300_base_lobby,LootDrop6,
h1_augast_mp,defaultsight,1,wpn_h1_asl_cq300_sight_base_vm_camo,wpn_h1_asl_cq300_sight_base_npc_camo,,wpn_h1_asl_cq300_sight_base_vm_camo,wpn_h1_asl_cq300_sight_base_npc_wet_camo,,,LootDrop6,
h1_augast_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop6,
h1_augast_mp,gl,0,attach_h1_launcher_m203_nooptics_rail_vm,attach_h1_launcher_m203_nooptics_rail_npc,,attach_h1_launcher_m203_nooptics_rail_vm_wet,attach_h1_launcher_m203_nooptics_rail_npc_wet,,,LootDrop6,
h1_augast_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,LootDrop6,
h1_augast_mp,silencer,0,attach_h1_silencer_cq300_base_vm_camo,attach_h1_silencer_cq300_base_npc_camo,,attach_h1_silencer_cq300_base_vm_wet_camo,attach_h1_silencer_cq300_base_npc_wet_camo,,,LootDrop6,
h1_ak74u_mp,base,1,wpn_h1_smg_ak74u_vm_camo,wpn_h1_smg_ak74u_npc_camo,,wpn_h1_smg_ak74u_vm_wet_camo,wpn_h1_smg_ak74u_npc_wet_camo,,wpn_h1_smg_ak74u_lobby,Gold,
h1_ak74u_mp,muzzle,1,attach_h1_flashhider_ak74u_patch_vm,attach_h1_flashhider_ak74u_patch_npc,,,,,,Gold,
h1_ak74u_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,Gold,
h1_ak74u_mp,holosight,0,attach_h1_optics_holosight_vm,attach_h1_optics_holosight_npc,,,,,,Gold,
h1_ak74u_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,Gold,
h1_ak74u_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,Gold,
h1_ak74u_mp,silencer,0,attach_h1_silencer_russian_vm,attach_h1_silencer_russian_npc,,attach_h1_silencer_russian_vm_wet,attach_h1_silencer_russian_npc_wet,,,Gold,
h1_ak74u_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,Gold,
h1_mp5_mp,base,1,wpn_h1_smg_mp5_vm_camo,wpn_h1_smg_mp5_npc_camo,,wpn_h1_smg_mp5_vm_wet_camo,wpn_h1_smg_mp5_npc_wet_camo,,wpn_h1_smg_mp5_lobby,Gold,
h1_mp5_mp,defaultsight,1,attach_h1_sight_default_mp5_vm_camo,attach_h1_sight_default_mp5_npc_camo,,,,,,Gold,
h1_mp5_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,Gold,
h1_mp5_mp,holosight,0,attach_h1_optics_holosight_vm,attach_h1_optics_holosight_npc,,,,,,Gold,
h1_mp5_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,Gold,
h1_mp5_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,Gold,
h1_mp5_mp,silencer,0,attach_h1_silencer_mp5_vm_camo,attach_h1_silencer_mp5_npc_camo,,attach_h1_silencer_mp5_vm_wet_camo,attach_h1_silencer_mp5_npc_wet_camo,,,Gold,
h1_mp5_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,Gold,
h1_p90_mp,base,1,wpn_h1_smg_p90_vm_camo,wpn_h1_smg_p90_npc_camo,,wpn_h1_smg_p90_vm_wet_camo,wpn_h1_smg_p90_npc_wet_camo,,wpn_h1_smg_p90_lobby,Gold,
h1_p90_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,Gold,
h1_p90_mp,holosight,0,attach_h1_optics_holosight_vm,attach_h1_optics_holosight_npc,,,,,,Gold,
h1_p90_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,Gold,
h1_p90_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,Gold,
h1_p90_mp,silencer,0,attach_h1_silencer_smg_vm,attach_h1_silencer_smg_npc,,attach_h1_silencer_smg_vm_wet,attach_h1_silencer_smg_npc_wet,,,Gold,
h1_p90_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,Gold,
h1_skorpion_mp,base,1,wpn_h1_smg_vz61_vm_camo,wpn_h1_smg_vz61_npc_camo,,wpn_h1_smg_vz61_vm_wet_camo,wpn_h1_smg_vz61_npc_wet_camo,,wpn_h1_smg_vz61_lobby,Gold,
h1_skorpion_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,Gold,
h1_skorpion_mp,holosight,0,attach_h1_optics_holosight_vm,attach_h1_optics_holosight_npc,,,,,,Gold,
h1_skorpion_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,Gold,
h1_skorpion_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,Gold,
h1_skorpion_mp,silencer,0,attach_h1_silencer_smg_vm,attach_h1_silencer_smg_npc,,attach_h1_silencer_smg_vm_wet,attach_h1_silencer_smg_npc_wet,,,Gold,
h1_skorpion_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,Gold,
h1_uzi_mp,base,1,wpn_h1_smg_mini_uzi_vm_patch_camo,wpn_h1_smg_mini_uzi_npc_patch_camo,,wpn_h1_smg_mini_uzi_vm_patch_wet_camo,wpn_h1_smg_mini_uzi_npc_patch_wet_camo,,wpn_h1_smg_mini_uzi_patch_lobby,Gold,
h1_uzi_mp,defaultgrip,1,attach_h1_foregrip_smg_default_miniuzi_vm_mp,attach_h1_foregrip_smg_default_miniuzi_npc_mp,,attach_h1_foregrip_smg_default_miniuzi_vm_wet_camo_mp,attach_h1_foregrip_smg_default_miniuzi_npc_wet_camo_mp,,,Gold,
h1_uzi_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,Gold,
h1_uzi_mp,holosight,0,attach_h1_optics_holosight_vm,attach_h1_optics_holosight_npc,,,,,,Gold,
h1_uzi_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,Gold,
h1_uzi_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,Gold,
h1_uzi_mp,silencer,0,attach_h1_silencer_smg_vm,attach_h1_silencer_smg_npc,,attach_h1_silencer_smg_vm_wet,attach_h1_silencer_smg_npc_wet,,,Gold,
h1_uzi_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,Gold,
h1_febsmg_mp,base,1,wpn_h1_smg_mac10_patch_vm_camo,wpn_h1_smg_mac10_patch_npc_camo,,wpn_h1_smg_mac10_patch_vm_wet_camo,wpn_h1_smg_mac10_patch_npc_wet_camo,,wpn_h1_smg_mac10_patch_lobby,LootDrop3,
h1_febsmg_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop3,
h1_febsmg_mp,holosight,0,attach_h1_optics_holosight_vm,attach_h1_optics_holosight_npc,,,,,,LootDrop3,
h1_febsmg_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,LootDrop3,
h1_febsmg_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,LootDrop3,
h1_febsmg_mp,silencer,0,attach_h1_silencer_smg_vm,attach_h1_silencer_smg_npc,,attach_h1_silencer_smg_vm_wet,attach_h1_silencer_smg_npc_wet,,,LootDrop3,
h1_febsmg_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop3,
h1_aprsmg_mp,base,1,wpn_h1_smg_fang45_vm_camo,wpn_h1_smg_fang45_npc_camo,,wpn_h1_smg_fang45_vm_wet_camo,wpn_h1_smg_fang45_npc_wet_camo,,wpn_h1_smg_fang45_lobby,LootDrop4,
h1_aprsmg_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,Gold,
h1_aprsmg_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,Gold,
h1_aprsmg_mp,silencer,0,attach_h1_silencer_smg_vm,attach_h1_silencer_smg_npc,,attach_h1_silencer_smg_vm_wet,attach_h1_silencer_smg_npc_wet,,,Gold,
h1_augsmg_mp,base,1,wpn_h1_smg_psd9_base_vm_camo,wpn_h1_smg_psd9_base_npc_camo,,wpn_h1_smg_psd9_base_vm_wet_camo,wpn_h1_smg_psd9_base_npc_wet_camo,,wpn_h1_smg_psd9_base_lobby,LootDrop6,
h1_augsmg_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,Gold,
h1_augsmg_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,Gold,
h1_augsmg_mp,silencer,0,attach_h1_silencer_smg_vm,attach_h1_silencer_smg_npc,,attach_h1_silencer_smg_vm_wet,attach_h1_silencer_smg_npc_wet,,,Gold,
h1_m1014_mp,base,1,wpn_h1_shotgun_m1014_vm_camo,wpn_h1_shotgun_m1014_npc_camo,,wpn_h1_shotgun_m1014_vm_wet_camo,wpn_h1_shotgun_m1014_npc_wet_camo,,wpn_h1_shotgun_m1014_lobby,Gold,
h1_m1014_mp,grip,0,attach_h1_foregrip_m1014_vm,attach_h1_foregrip_m1014_npc,,,,,,Gold,
h1_m1014_mp,holosight,0,attach_h1_optics_holosight_vm,attach_h1_optics_holosight_npc,,,,,,Gold,
h1_m1014_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,Gold,
h1_m1014_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,Gold,
h1_m1014_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,Gold,
h1_winchester1200_mp,base,1,wpn_h1_shotgun_w1200_vm_camo,wpn_h1_shotgun_w1200_npc_camo,,wpn_h1_shotgun_w1200_vm_wet_camo,wpn_h1_shotgun_w1200_npc_wet_camo,,wpn_h1_shotgun_w1200_lobby_patch,Gold,
h1_winchester1200_mp,grip,0,attach_h1_foregrip_m1014_vm,attach_h1_foregrip_m1014_npc,,,,,,Gold,
h1_winchester1200_mp,holosight,0,attach_h1_optics_holosight_vm,attach_h1_optics_holosight_npc,,,,,,Gold,
h1_winchester1200_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,Gold,
h1_winchester1200_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,Gold,
h1_winchester1200_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,Gold,
