ui_playermech_threats_scanned,1,,,,b,FALSE,,,,
ui_playermech_threat_count,,,,,i,0,0,100,,
ui_playermech_threat_position_1,,,,,f,0,-1,1,,
ui_playermech_threat_position_2,,,,,f,0,-1,1,,
ui_playermech_threat_position_3,,,,,f,0,-1,1,,
ui_playermech_threat_position_4,,,,,f,0,-1,1,,
ui_playermech_threat_position_5,,,,,f,0,-1,1,,
ui_playermech_threat_position_6,,,,,f,0,-1,1,,
ui_playermech_threat_position_7,,,,,f,0,-1,1,,
ui_playermech_threat_position_8,,,,,f,0,-1,1,,
ui_greece_camera_instructions,1,,,,b,TRUE,,,,
ui_greece_camera_zoom_instructions,1,,,,b,TRUE,,,,
ui_greece_camera_angle,1,,,,i,0,-360,360,,
ui_greece_camera_update,1,,,,i,0,0,4,,
ui_greece_camera_scan_timer,1,,,,f,0,0,10000,,
lighting_state,1,0,,,i,0,0,2,,
ui_em1,1,,,,b,FALSE,,,,
ui_himar,1,,,,b,FALSE,,,,
ui_hbra3,1,,,,b,FALSE,,,,
ui_em1_heat,1,,,,f,0,,,,
ui_himar_printing,1,,,,f,0,,,,
ui_pm_p_kills,1,,,,i,0,0,100000,challengeprogress,
ui_pm_p_headshots,1,,,,i,0,0,100000,challengeprogress,
ui_pm_p_kills_grenades,1,,,,i,0,0,100000,challengeprogress,
ui_pm_p_intel,1,,,,i,0,0,100000,challengeprogress,
ui_pm_g_kills,1,,,,i,0,0,100000,challengegoals,
ui_pm_g_headshots,1,,,,i,0,0,100000,challengegoals,
ui_pm_g_kills_grenades,1,,,,i,0,0,100000,challengegoals,
ui_pm_g_intel,1,,,,i,0,0,100000,challengegoals,
ui_pm_t_kills,1,,,,i,0,0,100000,totalperlevel,
ui_pm_t_headshots,1,,,,i,0,0,100000,totalperlevel,
ui_pm_t_kills_grenades,1,,,,i,0,0,100000,totalperlevel,
ui_pm_t_intel,1,,,,i,0,0,100000,totalperlevel,
ui_pm_tracker_kills,1,,,,i,0,0,100,upgradepointsearned,
ui_pm_tracker_headshots,1,,,,i,0,0,100,upgradepointsearned,
ui_pm_tracker_grenades,1,,,,i,0,0,100,upgradepointsearned,
ui_pm_tracker_intel,1,,,,i,0,0,100,upgradepointsearned,
ui_pm_p_start_intel,1,,,,i,0,0,100000,intel specific tracking for pause menu challengeswidget,
ui_pm_g_start_intel,1,,,,i,0,0,100000,intel specific tracking for pause menu challengeswidget,
ui_overdrive,1,,,,b,FALSE,,,,
ui_overdrive_value,0,,,,i,0,0,100000,,
ui_overdrive_effects,1,,,,b,FALSE,,,,
ui_overdrive_effects_toggle,1,,,,b,FALSE,,,,
ui_overdrive_effects_time,0,,,,f,0,0,100000,,
ui_exobattery,1,,,,b,FALSE,,,,
ui_exobattery_value,1,,,,i,0,0,100000,,
ui_landassist,1,,,,b,FALSE,,,,
ui_landassist_fuel_current,1,,,,i,0,0,10000,,
ui_landassist_fuel_total,1,,,,i,0,0,10000,,
ui_recovery_screen_shooting_range,1,,,,b,FALSE,,,,
ui_recovery_screen_grenade_range,1,,,,b,FALSE,,,,
ui_recovery_screen_score,1,,,,i,0,-10000,10000,,
ui_recovery_screen_headshots_e,1,,,,i,0,0,10000,,
ui_recovery_screen_chestShots_e,1,,,,i,0,0,10000,,
ui_recovery_screen_armShots_e,1,,,,i,0,0,10000,,
ui_recovery_screen_legShots_e,1,,,,i,0,0,10000,,
ui_recovery_screen_headshots_c,1,,,,i,0,0,10000,,
ui_recovery_screen_chestShots_c,1,,,,i,0,0,10000,,
ui_recovery_screen_armShots_c,1,,,,i,0,0,10000,,
ui_recovery_screen_legShots_c,1,,,,i,0,0,10000,,
ui_recovery_screen_kills_drones,1,,,,i,0,0,10000,,
ui_recovery_screen_kills_ai,1,,,,i,0,0,10000,,
ui_recovery_screen_kills_grenadeTargets,1,,,,i,0,0,10000,,
ui_playerplane_hud,1,,,,b,FALSE,,,,
ui_temperaturegauge_hud,1,,,,b,FALSE,,,,
ui_temperaturegauge_external,1,,,,f,0,-10000,10000,,
ui_grenade_screen,1,,,,b,FALSE,,,,
ui_grenade_type,1,,,,i,0,0,6,,
ui_videolog_blendfunc,1,,,,i,FALSE,0,5,,
ui_videolog,1,,,,b,FALSE,,,,
ui_videolog_pos_top,0,,,,i,20,0,720,,
ui_videolog_pos_left,0,,,,i,20,0,1280,,
ui_videolog_pos_right,0,,,,i,-567,-1280,0,,
ui_videolog_pos_bottom,0,,,,i,-310,-720,0,,
ui_videolog_blur_bkgrnd,1,1,,,b,TRUE,,,,
ui_meterhud_toggle,1,,,,b,FALSE,,,,
ui_meterhud_enable,1,,,,b,FALSE,,,,
ui_meterhud_level,1,,,,f,0,0,1,,
ui_meterhud_text,1,,,,i,0,0,100,,
ui_meterhud_ar_and_2d,1,,,,b,TRUE,,,If this is true, the hud will move to 2d when it cannot attach to view model,
ui_diveboat,1,,,,b,FALSE,,,,
ui_gasmask,1,,,,b,FALSE,,,,
ui_nightvision,1,,,,b,FALSE,,,,
ui_gasmask_cracks,1,,,,b,FALSE,,,,
ui_ragtimewarefare_overlay,1,,,,b,FALSE,,,,
ui_diveboat_msg,1,,,,i,0,0,4,0 = hidden, 1 = collision, 2 = missile,
ui_javelin_lock_status,1,,,,i,0,0,2,0 = no lock, 1 = acquiring lock, 2 = locked,
ui_barret,1,1,,,b,FALSE,,,,
ui_javelin,1,1,,,b,FALSE,,,1 = this level requires the javelin,
ui_consciousness_init,1,1,,,b,FALSE,,,1 = this level requires the consciousness overlay,
ui_consciousness_blackout,1,1,,,b,FALSE,,,1 = start the 'blacked out' overlay,
ui_consciousness_recover,1,1,,,b,FALSE,,,1 = start the 'recovering from black out' overlay,
ui_airplane_init,1,1,,,b,FALSE,,,1 = this level requires the airplane slow motion overlay,
ui_airplane_slowmo_overlay,1,1,,,b,FALSE,,,1 = start the 'airplane slow motion' overlay,
ui_display_hud_for_equipment_motion,1,,,,b,FALSE,,,1 = force the equipment hud to display (used when the tutorial for a new equipment appears),
ui_jeepride_init,1,1,,,b,FALSE,,,1 = this level requires the jeep ride lua overlays,
ui_jeepride_crash_recover,1,1,,,b,FALSE,,,1 = trigger the 'recovering from jeep ride crash' lua overlay,
ui_jeepride_firefight_recover,1,1,,,b,FALSE,,,1= trigger the 'recovering from firefight' lua overlay,
ui_go_black,1,1,,,f,0,0,,Fade a black quad over the entire LUI HUD,
