h1_meleeshovel,loot,0,,,,,,,,,LootDrop1,
fk_base,none,0,,,,,,,,,Gold,
fk_gsr,loot,0,,,,,,,,,LootDrop1,
fk_asn,loot,0,,,,,,,,,LootDrop1,
fk_btw,loot,0,,,,,,,,,LootDrop1,
fk_war,loot,0,,,,,,,,,LootDrop1,
ak_acog,none,0,,,,,,,,,Gold,
h1_fraggrenade,none,0,,,,,,,,,Gold,
h1_fraggrenadeshort,none,0,,,,,,,,,Gold,
h1_flashgrenade,none,0,,,,,,,,,Gold,
h1_concussiongrenade,none,0,,,,,,,,,Gold,
h1_smokegrenade,none,0,,,,,,,,,Gold,
h1_c4,none,0,,,,,,,,,Gold,
h1_claymore,none,0,,,,,,,,,Gold,
h1_meleepaddle,loot,0,,,,,,,,,LootDrop1,
h1_meleebottle,loot,0,,,,,,,,,LootDrop1,
h1_meleeblade,loot,0,,,,,,,,,LootDrop1,
h1_meleeicepick,loot,0,,,,,,,,,LootDrop1,
h1_meleebayonet,loot,0,,,,,,,,,LootDrop1,
fk_clh,loot,0,,,,,,,,,LootDrop1,
fk_fcn,loot,0,,,,,,,,,LootDrop1,
fk_gvd,loot,0,,,,,,,,,LootDrop1,
fk_nse,loot,0,,,,,,,,,LootDrop1,
fk_scn,loot,0,,,,,,,,,LootDrop1,
none,none,0,,,,,,,,,Gold,
ak_blood,none,0,,,,,,,,,LootDrop1,
ccamo_dec_assassin_01,loot,0,,,,,,,,,LootDrop1,
ccamo_dec_forward_01,loot,0,,,,,,,,,LootDrop1,
ccamo_dec_forward_02,loot,0,,,,,,,,,LootDrop1,
ccamo_dec_forward_03,loot,0,,,,,,,,,LootDrop1,
ccamo_dec_gravedigger_01,loot,0,,,,,,,,,LootDrop1,
ccamo_dec_gunslinger_01,loot,0,,,,,,,,,LootDrop1,
ccamo_dec_scorpion_01,loot,0,,,,,,,,,LootDrop1,
ccamo_dec_special_01,loot,0,,,,,,,,,LootDrop1,
ccamo_dec_special_02,loot,0,,,,,,,,,LootDrop1,
ccamo_dec_special_03,loot,0,,,,,,,,,LootDrop1,
ccamo_dec_battle_worn_01,loot,0,,,,,,,,,LootDrop1,
ccamo_dec_competitor_01,loot,0,,,,,,,,,LootDrop1,
ccamo_dec_forward_04,loot,0,,,,,,,,,LootDrop1,
ccamo_dec_special_04,loot,0,,,,,,,,,LootDrop1,
ccamo_dec_warfighter_01,loot,0,,,,,,,,,LootDrop1,
ccamo_dec_cliffhanger_01,loot,0,,,,,,,,,LootDrop1,
ccamo_dec_forward_05,loot,0,,,,,,,,,LootDrop1,
ccamo_dec_special_05,loot,0,,,,,,,,,LootDrop1,
em_dec_accolade_01,loot,0,,,,,,,,,LootDrop1,
em_dec_accolade_02,loot,0,,,,,,,,,LootDrop1,
em_dec_accolade_03,loot,0,,,,,,,,,LootDrop1,
em_dec_arrowhead_01,loot,0,,,,,,,,,LootDrop1,
em_dec_arrowhead_02,loot,0,,,,,,,,,LootDrop1,
em_dec_arrowhead_03,loot,0,,,,,,,,,LootDrop1,
em_dec_battle_worn_01,loot,0,,,,,,,,,LootDrop1,
em_dec_champion_01,loot,0,,,,,,,,,LootDrop1,
em_dec_champion_02,loot,0,,,,,,,,,LootDrop1,
em_dec_champion_03,loot,0,,,,,,,,,LootDrop1,
em_dec_commander_01,loot,0,,,,,,,,,LootDrop1,
em_dec_commander_02,loot,0,,,,,,,,,LootDrop1,
em_dec_commander_03,loot,0,,,,,,,,,LootDrop1,
em_dec_firefly_01,loot,0,,,,,,,,,LootDrop1,
em_dec_firefly_02,loot,0,,,,,,,,,LootDrop1,
em_dec_firefly_03,loot,0,,,,,,,,,LootDrop1,
em_dec_homeland_01,loot,0,,,,,,,,,LootDrop1,
em_dec_homeland_02,loot,0,,,,,,,,,LootDrop1,
em_dec_homeland_03,loot,0,,,,,,,,,LootDrop1,
em_dec_shield_01,loot,0,,,,,,,,,LootDrop1,
em_dec_shield_02,loot,0,,,,,,,,,LootDrop1,
em_dec_shield_03,loot,0,,,,,,,,,LootDrop1,
em_dec_task_force_01,loot,0,,,,,,,,,LootDrop1,
em_dec_task_force_02,loot,0,,,,,,,,,LootDrop1,
em_dec_task_force_03,loot,0,,,,,,,,,LootDrop1,
em_dec_warfighter_01,loot,0,,,,,,,,,LootDrop1,
em_dec_accolade_04,loot,0,,,,,,,,,LootDrop1,
em_dec_accolade_05,loot,0,,,,,,,,,LootDrop1,
em_dec_arrowhead_04,loot,0,,,,,,,,,LootDrop1,
em_dec_arrowhead_05,loot,0,,,,,,,,,LootDrop1,
em_dec_champion_04,loot,0,,,,,,,,,LootDrop1,
em_dec_champion_05,loot,0,,,,,,,,,LootDrop1,
em_dec_cliffhanger_01,loot,0,,,,,,,,,LootDrop1,
em_dec_commander_04,loot,0,,,,,,,,,LootDrop1,
em_dec_commander_05,loot,0,,,,,,,,,LootDrop1,
em_dec_competitor_01,loot,0,,,,,,,,,LootDrop1,
em_dec_firefly_04,loot,0,,,,,,,,,LootDrop1,
em_dec_firefly_05,loot,0,,,,,,,,,LootDrop1,
em_dec_gunslinger_01,loot,0,,,,,,,,,LootDrop1,
em_dec_homeland_04,loot,0,,,,,,,,,LootDrop1,
em_dec_homeland_05,loot,0,,,,,,,,,LootDrop1,
em_dec_scorpion_01,loot,0,,,,,,,,,LootDrop1,
em_dec_shield_04,loot,0,,,,,,,,,LootDrop1,
em_dec_shield_05,loot,0,,,,,,,,,LootDrop1,
em_dec_task_force_04,loot,0,,,,,,,,,LootDrop1,
em_dec_task_force_05,loot,0,,,,,,,,,LootDrop1,
em_dec_accolade_06,loot,0,,,,,,,,,LootDrop1,
em_dec_arrowhead_06,loot,0,,,,,,,,,LootDrop1,
em_dec_champion_06,loot,0,,,,,,,,,LootDrop1,
em_dec_commander_06,loot,0,,,,,,,,,LootDrop1,
em_dec_firefly_06,loot,0,,,,,,,,,LootDrop1,
em_dec_gravedigger_01,loot,0,,,,,,,,,LootDrop1,
em_dec_homeland_06,loot,0,,,,,,,,,LootDrop1,
em_dec_shield_06,loot,0,,,,,,,,,LootDrop1,
em_dec_task_force_06,loot,0,,,,,,,,,LootDrop1,
em_dec_accolade_07,loot,0,,,,,,,,,LootDrop1,
em_dec_arrowhead_07,loot,0,,,,,,,,,LootDrop1,
em_dec_assassin_01,loot,0,,,,,,,,,LootDrop1,
em_dec_champion_07,loot,0,,,,,,,,,LootDrop1,
em_dec_commander_07,loot,0,,,,,,,,,LootDrop1,
em_dec_firefly_07,loot,0,,,,,,,,,LootDrop1,
em_dec_homeland_07,loot,0,,,,,,,,,LootDrop1,
em_dec_shield_07,loot,0,,,,,,,,,LootDrop1,
em_dec_task_force_07,loot,0,,,,,,,,,LootDrop1,
em_dec_accolade_reward,loot,0,,,,,,,,,LootDrop1,
em_dec_arrowhead_reward,loot,0,,,,,,,,,LootDrop1,
em_dec_champion_reward,loot,0,,,,,,,,,LootDrop1,
em_dec_commander_reward,loot,0,,,,,,,,,LootDrop1,
em_dec_firefly_reward,loot,0,,,,,,,,,LootDrop1,
em_dec_homeland_reward,loot,0,,,,,,,,,LootDrop1,
em_dec_shield_reward,loot,0,,,,,,,,,LootDrop1,
em_dec_task_force_reward,loot,0,,,,,,,,,LootDrop1,
ret_dec_assassin_01,loot,0,,,,,,,,,LootDrop1,
ret_dec_battle_worn_01,loot,0,,,,,,,,,LootDrop1,
ret_dec_captain_01,loot,0,,,,,,,,,LootDrop1,
ret_dec_captain_02,loot,0,,,,,,,,,LootDrop1,
ret_dec_cliffhanger_01,loot,0,,,,,,,,,LootDrop1,
ret_dec_colonel_01,loot,0,,,,,,,,,LootDrop1,
ret_dec_colonel_02,loot,0,,,,,,,,,LootDrop1,
ret_dec_competitor_01,loot,0,,,,,,,,,LootDrop1,
ret_dec_general_01,loot,0,,,,,,,,,LootDrop1,
ret_dec_general_02,loot,0,,,,,,,,,LootDrop1,
ret_dec_general_03,loot,0,,,,,,,,,LootDrop1,
ret_dec_lieutenant_01,loot,0,,,,,,,,,LootDrop1,
ret_dec_lieutenant_02,loot,0,,,,,,,,,LootDrop1,
ret_dec_scorpion_01,loot,0,,,,,,,,,LootDrop1,
ret_dec_sergeant_01,loot,0,,,,,,,,,LootDrop1,
ret_dec_sergeant_02,loot,0,,,,,,,,,LootDrop1,
ret_dec_sergeant_03,loot,0,,,,,,,,,LootDrop1,
ret_dec_captain_03,loot,0,,,,,,,,,LootDrop1,
ret_dec_captain_04,loot,0,,,,,,,,,LootDrop1,
ret_dec_captain_05,loot,0,,,,,,,,,LootDrop1,
ret_dec_colonel_03,loot,0,,,,,,,,,LootDrop1,
ret_dec_colonel_04,loot,0,,,,,,,,,LootDrop1,
ret_dec_colonel_05,loot,0,,,,,,,,,LootDrop1,
ret_dec_general_04,loot,0,,,,,,,,,LootDrop1,
ret_dec_general_05,loot,0,,,,,,,,,LootDrop1,
ret_dec_gravedigger_01,loot,0,,,,,,,,,LootDrop1,
ret_dec_lieutenant_03,loot,0,,,,,,,,,LootDrop1,
ret_dec_lieutenant_04,loot,0,,,,,,,,,LootDrop1,
ret_dec_lieutenant_05,loot,0,,,,,,,,,LootDrop1,
ret_dec_sergeant_04,loot,0,,,,,,,,,LootDrop1,
ret_dec_sergeant_05,loot,0,,,,,,,,,LootDrop1,
ret_dec_captain_06,loot,0,,,,,,,,,LootDrop1,
ret_dec_colonel_06,loot,0,,,,,,,,,LootDrop1,
ret_dec_general_06,loot,0,,,,,,,,,LootDrop1,
ret_dec_lieutenant_06,loot,0,,,,,,,,,LootDrop1,
ret_dec_sergeant_06,loot,0,,,,,,,,,LootDrop1,
ret_dec_warfighter_01,loot,0,,,,,,,,,LootDrop1,
ret_dec_captain_07,loot,0,,,,,,,,,LootDrop1,
ret_dec_colonel_07,loot,0,,,,,,,,,LootDrop1,
ret_dec_general_07,loot,0,,,,,,,,,LootDrop1,
ret_dec_lieutenant_07,loot,0,,,,,,,,,LootDrop1,
ret_dec_sergeant_07,loot,0,,,,,,,,,LootDrop1,
ret_dec_captain_reward,loot,0,,,,,,,,,LootDrop1,
ret_dec_colonel_reward,loot,0,,,,,,,,,LootDrop1,
ret_dec_general_reward,loot,0,,,,,,,,,LootDrop1,
ret_dec_lieutenant_reward,loot,0,,,,,,,,,LootDrop1,
ret_dec_sergeant_reward,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_assassin_01,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_mineral_01,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_mineral_02,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_mineral_03,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_cliffhanger_01,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_geometric_01,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_geometric_02,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_geometric_03,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_faction_01,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_faction_02,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_norse_01,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_norse_02,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_toxic_01,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_toxic_02,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_toxic_03,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_widowmaker_01,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_widowmaker_02,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_widowmaker_03,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_fareast_01,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_fareast_02,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_fareast_03,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_battle_worn_01,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_mineral_04,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_mineral_05,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_geometric_04,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_gunslinger_01,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_faction_03,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_faction_04,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_faction_05,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_norse_03,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_norse_04,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_norse_05,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_toxic_04,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_toxic_05,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_warfighter_01,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_widowmaker_04,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_widowmaker_05,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_fareast_04,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_fareast_05,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_mineral_06,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_geometric_05,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_faction_06,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_scorpion_01,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_toxic_06,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_widowmaker_06,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_fareast_06,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_mineral_07,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_competitor_01,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_geometric_06,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_geometric_07,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_gravedigger_01,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_norse_06,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_toxic_07,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_widowmaker_07,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_fareast_07,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_mineral_reward,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_geometric_reward,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_faction_reward,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_norse_reward,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_toxic_reward,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_widowmaker_reward,loot,0,,,,,,,,,LootDrop1,
wcamo_dec_fareast_reward,loot,0,,,,,,,,,LootDrop1,
cc_jan_44_magnum_01,loot,0,,,,,,,,,LootDrop2,
cc_jan_comic_01,loot,0,,,,,,,,,LootDrop2,
cc_jan_comic_02,loot,0,,,,,,,,,LootDrop2,
cc_jan_hatchetman_01,loot,0,,,,,,,,,LootDrop2,
cc_jan_huntsman_01,loot,0,,,,,,,,,LootDrop2,
cc_jan_mythic_01,loot,0,,,,,,,,,LootDrop2,
cc_jan_mythic_02,loot,0,,,,,,,,,LootDrop2,
cc_jan_sportsman_01,loot,0,,,,,,,,,LootDrop2,
cc_jan_sportsman_02,loot,0,,,,,,,,,LootDrop2,
cc_jan_czar_01,loot,0,,,,,,,,,LootDrop2,
cc_jan_comic_03,loot,0,,,,,,,,,LootDrop2,
cc_jan_comic_04,loot,0,,,,,,,,,LootDrop2,
cc_jan_comic_05,loot,0,,,,,,,,,LootDrop2,
cc_jan_lawman_01,loot,0,,,,,,,,,LootDrop2,
cc_jan_mythic_03,loot,0,,,,,,,,,LootDrop2,
cc_jan_mythic_04,loot,0,,,,,,,,,LootDrop2,
cc_jan_mythic_05,loot,0,,,,,,,,,LootDrop2,
cc_jan_sportsman_03,loot,0,,,,,,,,,LootDrop2,
cc_jan_sportsman_04,loot,0,,,,,,,,,LootDrop2,
cc_jan_sportsman_05,loot,0,,,,,,,,,LootDrop2,
cc_jan_battle_scarred_01,loot,0,,,,,,,,,LootDrop2,
cc_jan_comic_06,loot,0,,,,,,,,,LootDrop2,
cc_jan_mythic_06,loot,0,,,,,,,,,LootDrop2,
cc_jan_sportsman_06,loot,0,,,,,,,,,LootDrop2,
cc_jan_comic_07,loot,0,,,,,,,,,LootDrop2,
cc_jan_mythic_07,loot,0,,,,,,,,,LootDrop2,
cc_jan_sportsman_07,loot,0,,,,,,,,,LootDrop2,
cc_jan_comic_reward,loot,0,,,,,,,,,LootDrop2,
cc_jan_mythic_reward,loot,0,,,,,,,,,LootDrop2,
cc_jan_sportsman_reward,loot,0,,,,,,,,,LootDrop2,
ccamo_jan_lawman_01,loot,0,,,,,,,,,LootDrop2,
ccamo_jan_czar_01,loot,0,,,,,,,,,LootDrop2,
ccamo_jan_battle_scarred_01,loot,0,,,,,,,,,LootDrop2,
ccamo_jan_huntsman_01,loot,0,,,,,,,,,LootDrop2,
ccamo_jan_44_magnum_01,loot,0,,,,,,,,,LootDrop2,
ccamo_jan_hatchetman_01,loot,0,,,,,,,,,LootDrop2,
em_jan_bonehead_01,loot,0,,,,,,,,,LootDrop2,
em_jan_bonehead_02,loot,0,,,,,,,,,LootDrop2,
em_jan_hardpoint_01,loot,0,,,,,,,,,LootDrop2,
em_jan_hardpoint_02,loot,0,,,,,,,,,LootDrop2,
em_jan_gladiator_01,loot,0,,,,,,,,,LootDrop2,
em_jan_piercing_01,loot,0,,,,,,,,,LootDrop2,
em_jan_piercing_02,loot,0,,,,,,,,,LootDrop2,
em_jan_huntsman_01,loot,0,,,,,,,,,LootDrop2,
em_jan_44_magnum_01,loot,0,,,,,,,,,LootDrop2,
em_jan_bonehead_03,loot,0,,,,,,,,,LootDrop2,
em_jan_bonehead_04,loot,0,,,,,,,,,LootDrop2,
em_jan_bonehead_05,loot,0,,,,,,,,,LootDrop2,
em_jan_battle_scarred_01,loot,0,,,,,,,,,LootDrop2,
em_jan_hardpoint_03,loot,0,,,,,,,,,LootDrop2,
em_jan_hardpoint_04,loot,0,,,,,,,,,LootDrop2,
em_jan_hardpoint_05,loot,0,,,,,,,,,LootDrop2,
em_jan_hatchetman_01,loot,0,,,,,,,,,LootDrop2,
em_jan_piercing_03,loot,0,,,,,,,,,LootDrop2,
em_jan_piercing_04,loot,0,,,,,,,,,LootDrop2,
em_jan_piercing_05,loot,0,,,,,,,,,LootDrop2,
em_jan_bonehead_06,loot,0,,,,,,,,,LootDrop2,
em_jan_hardpoint_06,loot,0,,,,,,,,,LootDrop2,
em_jan_piercing_06,loot,0,,,,,,,,,LootDrop2,
em_jan_czar_01,loot,0,,,,,,,,,LootDrop2,
em_jan_bonehead_07,loot,0,,,,,,,,,LootDrop2,
em_jan_hardpoint_07,loot,0,,,,,,,,,LootDrop2,
em_jan_piercing_07,loot,0,,,,,,,,,LootDrop2,
em_jan_lawman_01,loot,0,,,,,,,,,LootDrop2,
em_jan_bonehead_reward,loot,0,,,,,,,,,LootDrop2,
em_jan_hardpoint_reward,loot,0,,,,,,,,,LootDrop2,
em_jan_piercing_reward,loot,0,,,,,,,,,LootDrop2,
ret_jan_battle_scarred_01,loot,0,,,,,,,,,LootDrop2,
ret_jan_hatchetman_01,loot,0,,,,,,,,,LootDrop2,
ret_jan_judge_01,loot,0,,,,,,,,,LootDrop2,
ret_jan_judge_02,loot,0,,,,,,,,,LootDrop2,
ret_jan_shuriken_01,loot,0,,,,,,,,,LootDrop2,
ret_jan_shuriken_02,loot,0,,,,,,,,,LootDrop2,
ret_jan_spartan_01,loot,0,,,,,,,,,LootDrop2,
ret_jan_spartan_02,loot,0,,,,,,,,,LootDrop2,
ret_jan_supreme_01,loot,0,,,,,,,,,LootDrop2,
ret_jan_supreme_02,loot,0,,,,,,,,,LootDrop2,
ret_jan_judge_03,loot,0,,,,,,,,,LootDrop2,
ret_jan_judge_04,loot,0,,,,,,,,,LootDrop2,
ret_jan_judge_05,loot,0,,,,,,,,,LootDrop2,
ret_jan_shuriken_03,loot,0,,,,,,,,,LootDrop2,
ret_jan_shuriken_04,loot,0,,,,,,,,,LootDrop2,
ret_jan_shuriken_05,loot,0,,,,,,,,,LootDrop2,
ret_jan_lawman_01,loot,0,,,,,,,,,LootDrop2,
ret_jan_spartan_03,loot,0,,,,,,,,,LootDrop2,
ret_jan_spartan_04,loot,0,,,,,,,,,LootDrop2,
ret_jan_spartan_05,loot,0,,,,,,,,,LootDrop2,
ret_jan_supreme_03,loot,0,,,,,,,,,LootDrop2,
ret_jan_supreme_04,loot,0,,,,,,,,,LootDrop2,
ret_jan_supreme_05,loot,0,,,,,,,,,LootDrop2,
ret_jan_huntsman_01,loot,0,,,,,,,,,LootDrop2,
ret_jan_judge_06,loot,0,,,,,,,,,LootDrop2,
ret_jan_shuriken_06,loot,0,,,,,,,,,LootDrop2,
ret_jan_spartan_06,loot,0,,,,,,,,,LootDrop2,
ret_jan_supreme_06,loot,0,,,,,,,,,LootDrop2,
ret_jan_judge_07,loot,0,,,,,,,,,LootDrop2,
ret_jan_shuriken_07,loot,0,,,,,,,,,LootDrop2,
ret_jan_spartan_07,loot,0,,,,,,,,,LootDrop2,
ret_jan_supreme_07,loot,0,,,,,,,,,LootDrop2,
ret_jan_czar_01,loot,0,,,,,,,,,LootDrop2,
ret_jan_judge_reward,loot,0,,,,,,,,,LootDrop2,
ret_jan_shuriken_reward,loot,0,,,,,,,,,LootDrop2,
ret_jan_spartan_reward,loot,0,,,,,,,,,LootDrop2,
ret_jan_supreme_reward,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_funhouse_01,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_funhouse_02,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_funhouse_03,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_diablo_01,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_diablo_02,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_diablo_03,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_hunter_01,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_hunter_02,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_hunter_03,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_lawman_01,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_aftermath_01,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_aftermath_02,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_aftermath_03,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_44_magnum_01,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_funhouse_04,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_funhouse_05,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_diablo_04,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_diablo_05,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_hatchetman_01,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_hunter_04,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_hunter_05,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_huntsman_01,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_aftermath_04,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_aftermath_05,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_czar_01,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_funhouse_06,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_diablo_06,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_hunter_06,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_aftermath_06,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_funhouse_07,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_battle_scarred_01,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_diablo_07,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_hunter_07,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_aftermath_07,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_funhouse_reward,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_diablo_reward,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_hunter_reward,loot,0,,,,,,,,,LootDrop2,
wcamo_jan_aftermath_reward,loot,0,,,,,,,,,LootDrop2,
cc_feb_boss_01,loot,0,,,,,,,,,LootDrop3,
cc_feb_challenger_01,loot,0,,,,,,,,,LootDrop3,
cc_feb_evolution_01,loot,0,,,,,,,,,LootDrop3,
cc_feb_evolution_02,loot,0,,,,,,,,,LootDrop3,
cc_feb_killshot_01,loot,0,,,,,,,,,LootDrop3,
cc_feb_kingpin_01,loot,0,,,,,,,,,LootDrop3,
cc_feb_masterblaster_01,loot,0,,,,,,,,,LootDrop3,
cc_feb_pkm_01,loot,0,,,,,,,,,LootDrop3,
cc_feb_reflex_01,loot,0,,,,,,,,,LootDrop3,
cc_feb_samurai_01,loot,0,,,,,,,,,LootDrop3,
cc_feb_titanium_01,loot,0,,,,,,,,,LootDrop3,
cc_feb_trooper_01,loot,0,,,,,,,,,LootDrop3,
cc_feb_trooper_02,loot,0,,,,,,,,,LootDrop3,
