10,ccamo_warfighter,LOOT_DEC_CCAMO_15,WEAPON_TEMP,h1_character_camo_warfighter_marines,char_h1_camo_sas_ct_010_col,char_h1_camo_sas_woodland_010_col,,char_h1_camo_usmc_010_col,char_h1_camo_spetsnaz_010_col,char_h1_camo_spetsnaz_010_col,,char_h1_camo_arab_opfor_010_col,,0x1003DAD,
11,ccamo_sf_04,LOOT_DEC_CCAMO_14,WEAPON_TEMP,h1_character_camo_specialforces_04_marines,char_h1_camo_sas_ct_011_col,char_h1_camo_sas_woodland_011_col,,char_h1_camo_usmc_011_col,char_h1_camo_spetsnaz_011_col,char_h1_camo_spetsnaz_011_col,,char_h1_camo_arab_opfor_011_col,,0x1003DAC,
12,ccamo_scorpion,LOOT_DEC_CCAMO_07,WEAPON_TEMP,h1_character_camo_scorpion_marines,char_h1_camo_sas_ct_012_col,char_h1_camo_sas_woodland_012_col,,char_h1_camo_usmc_012_col,char_h1_camo_spetsnaz_012_col,char_h1_camo_spetsnaz_012_col,,char_h1_camo_arab_opfor_012_col,,0x10039C7,
13,ccamo_battleworn,LOOT_DEC_CCAMO_11,WEAPON_TEMP,h1_character_camo_battleworn_marines,camo_h1_char_sas_ct_013,camo_h1_char_sas_woodland_013,,camo_h1_char_usmc_013,camo_h1_char_spetsnaz_woodland_013,camo_h1_char_spetsnaz_woodland_013,,camo_h1_char_arab_opfor_013,1,0x1003DA9,
14,ccamo_competitor,LOOT_DEC_CCAMO_12,WEAPON_TEMP,h1_character_camo_competitor_marines,char_h1_camo_sas_ct_014_col,char_h1_camo_sas_woodland_014_col,,char_h1_camo_usmc_014_col,char_h1_camo_spetsnaz_014_col,char_h1_camo_spetsnaz_014_col,,char_h1_camo_arab_opfor_014_col,,0x1003DAA,
15,ccamo_fo_04,LOOT_DEC_CCAMO_13,WEAPON_TEMP,h1_character_camo_forwardop_04_marines,camo_h1_char_sas_ct_020,camo_h1_char_sas_woodland_020,,camo_h1_char_usmc_020,camo_h1_char_spetsnaz_woodland_020,camo_h1_char_spetsnaz_woodland_020,,camo_h1_char_arab_opfor_020,1,0x1003DAB,
16,ccamo_xmlar,LOOT_DEC_CCAMO_20,WEAPON_TEMP,h1_character_camo_xmlar_marines,camo_h1_char_sas_ct_016,camo_h1_char_sas_woodland_016,,camo_h1_char_usmc_016,camo_h1_char_spetsnaz_woodland_016,camo_h1_char_spetsnaz_woodland_016,,camo_h1_char_arab_opfor_016,1,0x100457C,
17,ccamo_kamchatka,LOOT_DEC_CCAMO_18,WEAPON_TEMP,h1_character_camo_kamchatka_marines,camo_h1_char_sas_ct_017,camo_h1_char_sas_woodland_017,,camo_h1_char_usmc_017,camo_h1_char_spetsnaz_woodland_017,camo_h1_char_spetsnaz_woodland_017,,camo_h1_char_arab_opfor_017,1,0x100457A,
18,ccamo_sf_05,LOOT_DEC_CCAMO_19,WEAPON_TEMP,h1_character_camo_specialforces_05_marines,camo_h1_char_sas_ct_018,camo_h1_char_sas_woodland_018,,camo_h1_char_usmc_018,camo_h1_char_spetsnaz_woodland_018,camo_h1_char_spetsnaz_woodland_018,,camo_h1_char_arab_opfor_018,1,0x100457B,
19,ccamo_fo_05,LOOT_DEC_CCAMO_17,WEAPON_TEMP,h1_character_camo_forwardop_05_marines,char_h1_camo_sas_ct_019_col,char_h1_camo_sas_woodland_019_col,,char_h1_camo_usmc_019_col,char_h1_camo_spetsnaz_019_col,char_h1_camo_spetsnaz_019_col,,char_h1_camo_arab_opfor_019_col,,0x1004579,
20,ccamo_cliffhanger,LOOT_DEC_CCAMO_16,WEAPON_TEMP,h1_character_camo_cliffhanger_marines,char_h1_camo_sas_ct_015_col,char_h1_camo_sas_woodland_015_col,,char_h1_camo_usmc_015_col,char_h1_camo_spetsnaz_015_col,char_h1_camo_spetsnaz_015_col,,char_h1_camo_arab_opfor_015_col,,0x1004191,
21,ccamo_gladiator,LOOT_JAN_CCAMO_08,WEAPON_TEMP,h1_character_camo_gladiator_01_marines,char_h1_camo_sas_ct_021_col,char_h1_camo_sas_woodland_021_col,,char_h1_camo_usmc_021_col,char_h1_camo_spetsnaz_021_col,char_h1_camo_spetsnaz_021_col,,char_h1_camo_arab_opfor_021_col,,0x100D0A6,
22,ccamo_czar,LOOT_JAN_CCAMO_03,WEAPON_TEMP,h1_character_camo_czar_01_marines,char_h1_camo_sas_ct_022_col,char_h1_camo_sas_woodland_022_col,,char_h1_camo_usmc_022_col,char_h1_camo_spetsnaz_022_col,char_h1_camo_spetsnaz_022_col,,char_h1_camo_arab_opfor_022_col,,0x10039CD,
23,ccamo_lawman,LOOT_JAN_CCAMO_01,WEAPON_TEMP,h1_character_camo_lawman_01_marines,char_h1_camo_sas_ct_023_col,char_h1_camo_sas_woodland_023_col,,char_h1_camo_usmc_023_col,char_h1_camo_spetsnaz_023_col,char_h1_camo_spetsnaz_023_col,,char_h1_camo_arab_opfor_023_col,,0x10039CB,
24,ccamo_battlescarred,LOOT_JAN_CCAMO_04,WEAPON_TEMP,h1_character_camo_battlescarred_01_marines,char_h1_camo_sas_ct_024_col,char_h1_camo_sas_woodland_024_col,,char_h1_camo_usmc_024_col,char_h1_camo_spetsnaz_024_col,char_h1_camo_spetsnaz_024_col,,char_h1_camo_arab_opfor_024_col,,0x1003DAE,
25,ccamo_huntsman,LOOT_JAN_CCAMO_05,WEAPON_TEMP,h1_character_camo_huntsman_01_marines,char_h1_camo_sas_ct_025_col,char_h1_camo_sas_woodland_025_col,,char_h1_camo_usmc_025_col,char_h1_camo_spetsnaz_025_col,char_h1_camo_spetsnaz_025_col,,char_h1_camo_arab_opfor_025_col,,0x1003DAF,
26,ccamo_hatchetman,LOOT_JAN_CCAMO_07,WEAPON_TEMP,h1_character_camo_hatchetman_01_marines,camo_h1_char_sas_ct_026,camo_h1_char_sas_woodland_026,,camo_h1_char_usmc_026,camo_h1_char_spetsnaz_woodland_026,camo_h1_char_spetsnaz_woodland_026,,camo_h1_char_arab_opfor_026,1,0x100457E,
27,ccamo_44magnum,LOOT_JAN_CCAMO_06,WEAPON_TEMP,h1_character_camo_44magnum_01_marines,camo_h1_char_sas_ct_027,camo_h1_char_sas_woodland_027,,camo_h1_char_usmc_027,camo_h1_char_spetsnaz_woodland_027,camo_h1_char_spetsnaz_woodland_027,,camo_h1_char_arab_opfor_027,1,0x100457D,
28,ccamo_pointblank,LOOT_JAN_CCAMO_09,WEAPON_TEMP,h1_character_camo_pointblank_01_marines,camo_h1_char_sas_ct_028,camo_h1_char_sas_woodland_028,,camo_h1_char_usmc_028,camo_h1_char_spetsnaz_woodland_028,camo_h1_char_spetsnaz_woodland_028,,camo_h1_char_arab_opfor_028,1,0x100D09D,
29,ccamo_fullauto,LOOT_JAN_CCAMO_10,WEAPON_TEMP,h1_character_camo_fullauto_01_marines,camo_h1_char_sas_ct_029,camo_h1_char_sas_woodland_029,,camo_h1_char_usmc_029,camo_h1_char_spetsnaz_woodland_029,camo_h1_char_spetsnaz_woodland_029,,camo_h1_char_arab_opfor_029,1,0x100D09E,
30,ccamo_avalanche,LOOT_FEB_CCAMO_22,WEAPON_TEMP,h1_ccamo_feb_avalanche_01_marines,camo_h1_char_sas_ct_050,camo_h1_char_sas_woodland_050,,camo_h1_char_usmc_050,camo_h1_char_spetsnaz_woodland_050,camo_h1_char_spetsnaz_woodland_050,,camo_h1_char_arab_opfor_050,1,0x100D11B,
31,ccamo_boss,LOOT_FEB_CCAMO_01,WEAPON_TEMP,h1_ccamo_feb_boss_01_marines,char_h1_camo_sas_ct_030_col,char_h1_camo_sas_woodland_030_col,,char_h1_camo_usmc_030_col,char_h1_camo_spetsnaz_030_col,char_h1_camo_spetsnaz_030_col,,char_h1_camo_arab_opfor_030_col,,0x10039CE,
32,ccamo_chalk,LOOT_FEB_CCAMO_14,WEAPON_TEMP,h1_ccamo_feb_chalk_01_marines,char_h1_camo_sas_ct_040_col,char_h1_camo_sas_woodland_040_col,,char_h1_camo_usmc_040_col,char_h1_camo_spetsnaz_040_col,char_h1_camo_spetsnaz_040_col,,char_h1_camo_arab_opfor_040_col,,0x100D113,
33,ccamo_challenger,LOOT_FEB_CCAMO_06,WEAPON_TEMP,h1_ccamo_feb_challenger_01_marines,char_h1_camo_sas_ct_038_col,char_h1_camo_sas_woodland_038_col,,char_h1_camo_usmc_038_col,char_h1_camo_spetsnaz_038_col,char_h1_camo_spetsnaz_038_col,,char_h1_camo_arab_opfor_038_col,,0x1003DB0,
34,ccamo_dmr25s,LOOT_FEB_CCAMO_05,WEAPON_TEMP,h1_ccamo_feb_dmr25s_01_marines,char_h1_camo_sas_ct_031_col,char_h1_camo_sas_woodland_031_col,,char_h1_camo_usmc_031_col,char_h1_camo_spetsnaz_031_col,char_h1_camo_spetsnaz_031_col,,char_h1_camo_arab_opfor_031_col,,0x10039D2,
35,ccamo_frag,LOOT_FEB_CCAMO_15,WEAPON_TEMP,h1_ccamo_feb_frag_01_marines,camo_h1_char_sas_ct_044,camo_h1_char_sas_woodland_044,,camo_h1_char_usmc_044,camo_h1_char_spetsnaz_woodland_044,camo_h1_char_spetsnaz_woodland_044,,camo_h1_char_arab_opfor_044,1,0x100D114,
36,ccamo_graves,LOOT_FEB_CCAMO_04,WEAPON_TEMP,h1_ccamo_feb_graves_01_marines,char_h1_camo_sas_ct_032_col,char_h1_camo_sas_woodland_032_col,,char_h1_camo_usmc_032_col,char_h1_camo_spetsnaz_032_col,char_h1_camo_spetsnaz_032_col,,char_h1_camo_arab_opfor_032_col,,0x10039D1,
37,ccamo_killshot,LOOT_FEB_CCAMO_07,WEAPON_TEMP,h1_ccamo_feb_killshot_01_marines,char_h1_camo_sas_ct_035_col,char_h1_camo_sas_woodland_035_col,,char_h1_camo_usmc_035_col,char_h1_camo_spetsnaz_035_col,char_h1_camo_spetsnaz_035_col,,char_h1_camo_arab_opfor_035_col,,0x1003DB1,
38,ccamo_kingpin,LOOT_FEB_CCAMO_12,WEAPON_TEMP,h1_ccamo_feb_kingpin_01_marines,camo_h1_char_sas_ct_042,camo_h1_char_sas_woodland_042,,camo_h1_char_usmc_042,camo_h1_char_spetsnaz_woodland_042,camo_h1_char_spetsnaz_woodland_042,,camo_h1_char_arab_opfor_042,1,0x1004192,
39,ccamo_mac10,LOOT_FEB_CCAMO_09,WEAPON_TEMP,h1_ccamo_feb_mac10_01_marines,char_h1_camo_sas_ct_041_col,char_h1_camo_sas_woodland_041_col,,char_h1_camo_usmc_041_col,char_h1_camo_spetsnaz_041_col,char_h1_camo_spetsnaz_041_col,,char_h1_camo_arab_opfor_041_col,,0x1003DB3,
40,ccamo_mastercraft,LOOT_FEB_CCAMO_16,WEAPON_TEMP,h1_ccamo_feb_mastercraft_01_marines,camo_h1_char_sas_ct_049,camo_h1_char_sas_woodland_049,,camo_h1_char_usmc_049,camo_h1_char_spetsnaz_woodland_049,camo_h1_char_spetsnaz_woodland_049,,camo_h1_char_arab_opfor_049,1,0x100D115,
41,ccamo_mechanic,LOOT_FEB_CCAMO_02,WEAPON_TEMP,h1_ccamo_feb_mechanic_01_marines,camo_h1_char_sas_ct_045,camo_h1_char_sas_woodland_045,,camo_h1_char_usmc_045,camo_h1_char_spetsnaz_woodland_045,camo_h1_char_spetsnaz_woodland_045,,camo_h1_char_arab_opfor_045,1,0x10039CF,
42,ccamo_noobtuber,LOOT_FEB_CCAMO_17,WEAPON_TEMP,h1_ccamo_feb_noobtuber_01_marines,char_h1_camo_sas_ct_033_col,char_h1_camo_sas_woodland_033_col,,char_h1_camo_usmc_033_col,char_h1_camo_spetsnaz_033_col,char_h1_camo_spetsnaz_033_col,,char_h1_camo_arab_opfor_033_col,,0x100D116,
43,ccamo_pigpen,LOOT_FEB_CCAMO_10,WEAPON_TEMP,h1_ccamo_feb_pigpen_01_marines,char_h1_camo_sas_ct_036_col,char_h1_camo_sas_woodland_036_col,,char_h1_camo_usmc_036_col,char_h1_camo_spetsnaz_036_col,char_h1_camo_spetsnaz_036_col,,char_h1_camo_arab_opfor_036_col,,0x1003DB4,
44,ccamo_pkm,LOOT_FEB_CCAMO_13,WEAPON_TEMP,h1_ccamo_feb_pkm_01_marines,camo_h1_char_sas_ct_046,camo_h1_char_sas_woodland_046,,camo_h1_char_usmc_046,camo_h1_char_spetsnaz_woodland_046,camo_h1_char_spetsnaz_woodland_046,,camo_h1_char_arab_opfor_046,1,0x1004193,
45,ccamo_reflex,LOOT_FEB_CCAMO_18,WEAPON_TEMP,h1_ccamo_feb_reflex_01_marines,camo_h1_char_sas_ct_043,camo_h1_char_sas_woodland_043,,camo_h1_char_usmc_043,camo_h1_char_spetsnaz_woodland_043,camo_h1_char_spetsnaz_woodland_043,,camo_h1_char_arab_opfor_043,1,0x100D117,
46,ccamo_samurai,LOOT_FEB_CCAMO_03,WEAPON_TEMP,h1_ccamo_feb_samurai_01_marines,camo_h1_char_sas_ct_047,camo_h1_char_sas_woodland_047,,camo_h1_char_usmc_047,camo_h1_char_spetsnaz_woodland_047,camo_h1_char_spetsnaz_woodland_047,,camo_h1_char_arab_opfor_047,1,0x10039D0,
47,ccamo_titanium,LOOT_FEB_CCAMO_19,WEAPON_TEMP,h1_ccamo_feb_titanium_01_marines,char_h1_camo_sas_ct_051_col,char_h1_camo_sas_woodland_051_col,,char_h1_camo_usmc_051_col,char_h1_camo_spetsnaz_051_col,char_h1_camo_spetsnaz_051_col,,char_h1_camo_arab_opfor_051_col,,0x100D118,
48,ccamo_ultraviolet,LOOT_FEB_CCAMO_20,WEAPON_TEMP,h1_ccamo_feb_ultraviolet_01_marines,camo_h1_char_sas_ct_048,camo_h1_char_sas_woodland_048,,camo_h1_char_usmc_048,camo_h1_char_spetsnaz_woodland_048,camo_h1_char_spetsnaz_woodland_048,,camo_h1_char_arab_opfor_048,1,0x100D119,
49,ccamo_venom,LOOT_FEB_CCAMO_21,WEAPON_TEMP,h1_ccamo_feb_venom_01_marines,char_h1_camo_sas_ct_039_col,char_h1_camo_sas_woodland_039_col,,char_h1_camo_usmc_039_col,char_h1_camo_spetsnaz_039_col,char_h1_camo_spetsnaz_039_col,,char_h1_camo_arab_opfor_039_col,,0x100D11A,
50,ccamo_wartorn,LOOT_FEB_CCAMO_11,WEAPON_TEMP,h1_ccamo_feb_wartorn_01_marines,char_h1_camo_sas_ct_037_col,char_h1_camo_sas_woodland_037_col,,char_h1_camo_usmc_037_col,char_h1_camo_spetsnaz_037_col,char_h1_camo_spetsnaz_037_col,,char_h1_camo_arab_opfor_037_col,,0x1003DB5,
51,ccamo_leprechaun,LOOT_FEB_CCAMO_23,WEAPON_TEMP,h1_ccamo_feb_leprechaun_01_marines,char_h1_camo_sas_ct_034_col,char_h1_camo_sas_woodland_034_col,,char_h1_camo_usmc_034_col,char_h1_camo_spetsnaz_034_col,char_h1_camo_spetsnaz_034_col,,char_h1_camo_arab_opfor_034_col,,0x100D131,
52,ccamo_highnoon,LOOT_APR_CCAMO_07,WEAPON_TEMP,h1_ccamo_apr_highnoon_01_marines,char_h1_camo_sas_ct_052_col,char_h1_camo_sas_woodland_052_col,,char_h1_camo_usmc_052_col,char_h1_camo_spetsnaz_052_col,char_h1_camo_spetsnaz_052_col,,char_h1_camo_arab_opfor_052_col,,0x1004195,
53,ccamo_phalanx,LOOT_APR_CCAMO_01,WEAPON_TEMP,h1_ccamo_apr_phalanx_01_marines,camo_h1_char_sas_ct_053,camo_h1_char_sas_woodland_053,,camo_h1_char_usmc_053,camo_h1_char_spetsnaz_woodland_053,camo_h1_char_spetsnaz_woodland_053,,camo_h1_char_arab_opfor_053,1,0x100D15D,
54,ccamo_urbanwarfare,LOOT_APR_CCAMO_04,WEAPON_TEMP,h1_ccamo_apr_urbanwarfare_01_marines,camo_h1_char_sas_ct_054,camo_h1_char_sas_woodland_054,,camo_h1_char_usmc_054,camo_h1_char_spetsnaz_woodland_054,camo_h1_char_spetsnaz_woodland_054,,camo_h1_char_arab_opfor_054,1,0x100D157,
55,ccamo_fieldtested,LOOT_APR_CCAMO_08,WEAPON_TEMP,h1_ccamo_apr_fieldtested_01_marines,char_h1_camo_sas_ct_055_col,char_h1_camo_sas_woodland_055_col,,char_h1_camo_usmc_055_col,char_h1_camo_spetsnaz_055_col,char_h1_camo_spetsnaz_055_col,,char_h1_camo_arab_opfor_055_col,,0x100D158,
56,ccamo_kingfish,LOOT_APR_CCAMO_09,WEAPON_TEMP,h1_ccamo_apr_kingfish_01_marines,char_h1_camo_sas_ct_056_col,char_h1_camo_sas_woodland_056_col,,char_h1_camo_usmc_056_col,char_h1_camo_spetsnaz_056_col,char_h1_camo_spetsnaz_056_col,,char_h1_camo_arab_opfor_056_col,,0x1003DB2,
57,ccamo_tacticalfighter,LOOT_APR_CCAMO_05,WEAPON_TEMP,h1_ccamo_apr_tacticalfighter_01_marines,char_h1_camo_sas_ct_057_col,char_h1_camo_sas_woodland_057_col,,char_h1_camo_usmc_057_col,char_h1_camo_spetsnaz_057_col,char_h1_camo_spetsnaz_057_col,,char_h1_camo_arab_opfor_057_col,,0x1003DB8,
58,ccamo_battletested,LOOT_APR_CCAMO_10,WEAPON_TEMP,h1_ccamo_apr_battletested_01_marines,camo_h1_char_sas_ct_058,camo_h1_char_sas_woodland_058,,camo_h1_char_usmc_058,camo_h1_char_spetsnaz_woodland_058,camo_h1_char_spetsnaz_woodland_058,,camo_h1_char_arab_opfor_058,1,0x100D159,
59,ccamo_diabolical,LOOT_APR_CCAMO_03,WEAPON_TEMP,h1_ccamo_apr_diabolical_01_marines,char_h1_camo_sas_ct_059_col,char_h1_camo_sas_woodland_059_col,,char_h1_camo_usmc_059_col,char_h1_camo_spetsnaz_059_col,char_h1_camo_spetsnaz_059_col,,char_h1_camo_arab_opfor_059_col,,0x1003DB6,
60,ccamo_caveman,LOOT_APR_CCAMO_06,WEAPON_TEMP,h1_ccamo_apr_caveman_01_marines,camo_h1_char_sas_ct_060,camo_h1_char_sas_woodland_060,,camo_h1_char_usmc_060,camo_h1_char_spetsnaz_woodland_060,camo_h1_char_spetsnaz_woodland_060,,camo_h1_char_arab_opfor_060,1,0x1004194,
61,ccamo_sawtooth,LOOT_APR_CCAMO_02,WEAPON_TEMP,h1_ccamo_apr_sawtooth_01_marines,char_h1_camo_sas_ct_061_col,char_h1_camo_sas_woodland_061_col,,char_h1_camo_usmc_061_col,char_h1_camo_spetsnaz_061_col,char_h1_camo_spetsnaz_061_col,,char_h1_camo_arab_opfor_061_col,,0x10039D4,
62,ccamo_bos14,LOOT_APR_CCAMO_11,WEAPON_TEMP,h1_ccamo_apr_bos14_01_marines,camo_h1_char_sas_ct_062,camo_h1_char_sas_woodland_062,,camo_h1_char_usmc_062,camo_h1_char_spetsnaz_woodland_062,camo_h1_char_spetsnaz_woodland_062,,camo_h1_char_arab_opfor_062,1,0x100D15A,
63,ccamo_fang45,LOOT_APR_CCAMO_12,WEAPON_TEMP,h1_ccamo_apr_fang45_01_marines,char_h1_camo_sas_ct_063_col,char_h1_camo_sas_woodland_063_col,,char_h1_camo_usmc_063_col,char_h1_camo_spetsnaz_063_col,char_h1_camo_spetsnaz_063_col,,char_h1_camo_arab_opfor_063_col,,0x100D15B,
64,ccamo_prokolot,LOOT_APR_CCAMO_13,WEAPON_TEMP,h1_ccamo_apr_prokolot_01_marines,camo_h1_char_sas_ct_064,camo_h1_char_sas_woodland_064,,camo_h1_char_usmc_064,camo_h1_char_spetsnaz_woodland_064,camo_h1_char_spetsnaz_woodland_064,,camo_h1_char_arab_opfor_064,1,0x100D15C,
65,ccamo_summertime,LOOT_JUN_CCAMO_01,WEAPON_TEMP,h1_ccamo_jun_summertime_01,char_h1_camo_sas_ct_065_col,char_h1_camo_sas_woodland_065_col,,char_h1_camo_usmc_065_col,char_h1_camo_spetsnaz_065_col,char_h1_camo_spetsnaz_065_col,,char_h1_camo_arab_opfor_065_col,,0x100D1C8,
66,ccamo_nauticus,LOOT_JUN_CCAMO_02,WEAPON_TEMP,h1_ccamo_jun_nauticus_01,char_h1_camo_sas_ct_066_col,char_h1_camo_sas_woodland_066_col,,char_h1_camo_usmc_066_col,char_h1_camo_spetsnaz_066_col,char_h1_camo_spetsnaz_066_col,,char_h1_camo_arab_opfor_066_col,,0x100D1C9,
67,ccamo_celebration,LOOT_JUN_CCAMO_03,WEAPON_TEMP,h1_ccamo_jun_celebration_01,camo_h1_char_sas_ct_067,camo_h1_char_sas_woodland_067,,camo_h1_char_usmc_067,camo_h1_char_spetsnaz_woodland_067,camo_h1_char_spetsnaz_woodland_067,,camo_h1_char_arab_opfor_067,1,0x100D1CA,
68,ccamo_pyrotechnic,LOOT_JUN_CCAMO_04,WEAPON_TEMP,h1_ccamo_jun_pyrotechnic_01,camo_h1_char_sas_ct_068,camo_h1_char_sas_woodland_068,,camo_h1_char_usmc_068,camo_h1_char_spetsnaz_woodland_068,camo_h1_char_spetsnaz_woodland_068,,camo_h1_char_arab_opfor_068,1,0x100D1CB,
69,ccamo_stac330,LOOT_JUN_CCAMO_06,WEAPON_TEMP,h1_ccamo_jun_stac330_01,char_h1_camo_sas_ct_070_col,char_h1_camo_sas_woodland_070_col,,char_h1_camo_usmc_070_col,char_h1_camo_spetsnaz_070_col,char_h1_camo_spetsnaz_070_col,,char_h1_camo_arab_opfor_070_col,,0x100D1CD,
70,ccamo_beredmk8,LOOT_JUN_CCAMO_07,WEAPON_TEMP,h1_ccamo_jun_beredmk8_01,camo_h1_char_sas_ct_071,camo_h1_char_sas_woodland_071,,camo_h1_char_usmc_071,camo_h1_char_spetsnaz_woodland_071,camo_h1_char_spetsnaz_woodland_071,,camo_h1_char_arab_opfor_071,1,0x100D1CE,
71,ccamo_wolfen,LOOT_JUN_CCAMO_08,WEAPON_TEMP,h1_ccamo_jun_wolfen_01,char_h1_camo_sas_ct_072_col,char_h1_camo_sas_woodland_072_col,,char_h1_camo_usmc_072_col,char_h1_camo_spetsnaz_072_col,char_h1_camo_spetsnaz_072_col,,char_h1_camo_arab_opfor_072_col,,0x100D1CF,
72,ccamo_warscarred,LOOT_JUN_CCAMO_09,WEAPON_TEMP,h1_ccamo_jun_warscarred_01,camo_h1_char_sas_ct_073,camo_h1_char_sas_woodland_073,,camo_h1_char_usmc_073,camo_h1_char_spetsnaz_woodland_073,camo_h1_char_spetsnaz_woodland_073,,camo_h1_char_arab_opfor_073,1,0x100D1D0,
73,ccamo_slate,LOOT_JUN_CCAMO_10,WEAPON_TEMP,h1_ccamo_jun_slate_01,char_h1_camo_sas_ct_074_col,char_h1_camo_sas_woodland_074_col,,char_h1_camo_usmc_074_col,char_h1_camo_spetsnaz_074_col,char_h1_camo_spetsnaz_074_col,,char_h1_camo_arab_opfor_074_col,,0x100D1D1,
74,ccamo_grisly,LOOT_JUN_CCAMO_11,WEAPON_TEMP,h1_ccamo_jun_grisly_01,camo_h1_char_sas_ct_075,camo_h1_char_sas_woodland_075,,camo_h1_char_usmc_075,camo_h1_char_spetsnaz_woodland_075,camo_h1_char_spetsnaz_woodland_075,,camo_h1_char_arab_opfor_075,1,0x100D1D2,
75,ccamo_blackout,LOOT_JUN_CCAMO_12,WEAPON_TEMP,h1_ccamo_jun_blackout_01,camo_h1_char_sas_ct_076,camo_h1_char_sas_woodland_076,,camo_h1_char_usmc_076,camo_h1_char_spetsnaz_woodland_076,camo_h1_char_spetsnaz_woodland_076,,camo_h1_char_arab_opfor_076,1,0x100D1D3,
76,ccamo_glacier,LOOT_JUN_CCAMO_13,WEAPON_TEMP,h1_ccamo_jun_glacier_01,char_h1_camo_sas_ct_077_col,char_h1_camo_sas_woodland_077_col,,char_h1_camo_usmc_077_col,char_h1_camo_spetsnaz_077_col,char_h1_camo_spetsnaz_077_col,,char_h1_camo_arab_opfor_077_col,,0x100D1D4,
77,ccamo_masterpiece,LOOT_JUN_CCAMO_14,WEAPON_TEMP,h1_ccamo_jun_masterpiece_01,char_h1_camo_sas_ct_078_col,char_h1_camo_sas_woodland_078_col,,char_h1_camo_usmc_078_col,char_h1_camo_spetsnaz_078_col,char_h1_camo_spetsnaz_078_col,,char_h1_camo_arab_opfor_078_col,,0x100D1D5,
78,ccamo_don,LOOT_JUN_CCAMO_15,WEAPON_TEMP,h1_ccamo_jun_don_01,char_h1_camo_sas_ct_079_col,char_h1_camo_sas_woodland_079_col,,char_h1_camo_usmc_079_col,char_h1_camo_spetsnaz_079_col,char_h1_camo_spetsnaz_079_col,,char_h1_camo_arab_opfor_079_col,,0x100D1D6,
