zone_names,comments,streamed_ambience,dynamic_ambience,mix,reverb,filter,occlusion,,,,,,,,,,,,,,,
friendly_fire_failed_mix,set_all,0,4,0.05,,,,,,,,,,,,,,,,,,
friendly_fire_failed_mix,deaths_door,1,4,0.05,,,,,,,,,,,,,,,,,,
friendly_fire_failed_mix,hud,1,4,0.05,,,,,,,,,,,,,,,,,,
friendly_fire_failed_mix,frontend_sfx,1,4,0.05,,,,,,,,,,,,,,,,,,
fade_to_black_end_mix,set_all,0,1.5,0.5,,,,,,,,,,,,,,,,,,
fade_to_black_end_mix,deaths_door,1,1.5,0.5,,,,,,,,,,,,,,,,,,
fade_to_black_end_mix,frontend_sfx,1,1.5,0.5,,,,,,,,,,,,,,,,,,
fade_to_black_end_mix,hud,1,1.5,0.5,,,,,,,,,,,,,,,,,,
ragtime_warfare_cheat_mix,set_all,0,0.5,0.5,,,,,,,,,,,,,,,,,,
ragtime_warfare_cheat_mix,hud,1,0.5,0.5,,,,,,,,,,,,,,,,,,
ragtime_warfare_cheat_mix,frontend_sfx,1,0.5,0.5,,,,,,,,,,,,,,,,,,
ragtime_warfare_cheat_mix,deaths_door,1,0.5,0.5,,,,,,,,,,,,,,,,,,
ragtime_warfare_cheat_mix,music2,1,0.5,0.5,,,,,,,,,,,,,,,,,,
overdrive,music,0,0.05,0.05,,,,,,,,,,,,,,,,,,
overdrive,wpn_plr_shot,0.75,0.05,0.05,,,,,,,,,,,,,,,,,,
overdrive,wpn_plr_mech,0,0.05,0.05,,,,,,,,,,,,,,,,,,
overdrive,wpn_plr_sub,0,0.05,0.05,,,,,,,,,,,,,,,,,,
overdrive,wpn_plr_tail,0,0.05,0.05,,,,,,,,,,,,,,,,,,
overdrive,wpn_npc_shot,2,0.05,0.05,,,,,,,,,,,,,,,,,,
overdrive,wpn_npc_mech,0,0.05,0.05,,,,,,,,,,,,,,,,,,
overdrive,wpn_npc_sub,0,0.05,0.05,,,,,,,,,,,,,,,,,,
overdrive,wpn_npc_tail,0,0.05,0.05,,,,,,,,,,,,,,,,,,
overdrive,wpn_npc_dist,0,0.05,0.05,,,,,,,,,,,,,,,,,,
overdrive,bullet_whizby,1,0.05,0.05,,,,,,,,,,,,,,,,,,
overdrive,amb_quad,0,0.05,0.05,,,,,,,,,,,,,,,,,,
overdrive,amb_damb,0,0.05,0.05,,,,,,,,,,,,,,,,,,
overdrive,amb_emitter,0,0.05,0.05,,,,,,,,,,,,,,,,,,
overdrive,tactical_plr_special,1.5,0.05,0.05,,,,,,,,,,,,,,,,,,
overdrive,mw3_DEPRECATED_MAX,1,0.05,0.05,shellshock plays on this volmod should probably change,,,,,,,,,,,,,,,,,
underwater,vehicle_drone_swarm,0,0.05,0.05,,,,,,,,,,,,,,,,,,
underwater,wpn_vehicle_npc,0,0.05,0.05,,,,,,,,,,,,,,,,,,
underwater,vehicle_npc,0,0.05,0.05,,,,,,,,,,,,,,,,,,
underwater,vehicle_npc_special,1,0.05,0.05,,,,,,,,,,,,,,,,,,
underwater,vehicle_pdrone,0,0.05,0.05,,,,,,,,,,,,,,,,,,
underwater,plr_internal,3,0.05,0.05,,,,,,,,,,,,,,,,,,
underwater,mw3_DEPRECATED_MAX,0,0.05,0.05,,,,,,,,,,,,,,,,,,
underwater,mw3_vehicle_npc,0,0.05,0.05,,,,,,,,,,,,,,,,,,
underwater,amb_quad,0,0.05,0.05,,,,,,,,,,,,,,,,,,
underwater,amb_damb,0,0.05,0.05,,,,,,,,,,,,,,,,,,
underwater,amb_emitter,1,0.05,0.05,,,,,,,,,,,,,,,,,,
underwater,bullet_impact_geo,0,0.05,0.05,,,,,,,,,,,,,,,,,,
underwater,mw3_bullet_impact_geo,0,0.05,0.05,,,,,,,,,,,,,,,,,,
underwater,mw3_bodyfall,0,0.05,0.05,,,,,,,,,,,,,,,,,,
underwater,bullet_whizby,0,0.05,0.05,,,,,,,,,,,,,,,,,,
underwater,wpn_npc,0,0.05,0.05,,,,,,,,,,,,,,,,,,
underwater,wpn_npc_shot,0,0.05,0.05,,,,,,,,,,,,,,,,,,
underwater,wpn_npc_mech,0,0.05,0.05,,,,,,,,,,,,,,,,,,
